,taxon,leaf_part_margin,leaf position,fruit_part_apex_shape,leaf_part_apex_shape,fruit_part_surface,flower_part_surface,leaf_part_venation_lateral,leaf_part_hair_shape,inflorescence_shape,leaf_part_venation,fruit_part_venation,part_color,article_surface,leaf_part_base_shape,leaf_part_hair_surface,leaf_part_lobe_shape,phyllichnia_shape,part_surface,leaf_part_color,inflorescence_surface,leaf_part_surface,fruit_part_shape,fruit_part_color,part_shape,leaf_part_margin_margin,flower_part_shape,leaf_part_shape,leaf_part_size_width,branch_length,inflorescence_size_width,part_size_width,part_size_length,fruit_part_size_width,leaf_part_size_length,part_size_diameter,part_size_thickness,article_width,inflorescence_size_length,fruit_part_size_thickness,article_length,leaf_part_size_thickness,leaflet_number,part_size_height,flower_part_size_length,fruit_part_size_length
691,Carya,,,,,23,,,,,6,,,,,,,,,,,,,,,24,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
692,Carya cathayensis,,,,3,,,,,,,,6,,27,2,,,9,,,8,29,,,,,32,3.5,nan,nan,nan,nan,1.9,14.5,nan,nan,nan,12.5,1.5,nan,nan,nan,20.0,1.5,2.5
693,Carya hunanensis,,,,3,,,,,,,,6,,27,2,,,9,,,8,55,,,,,17,5.25,nan,nan,nan,nan,2.65,15.166666666666668,nan,nan,nan,nan,2.0,nan,nan,nan,14.0,nan,3.35
694,Carya illinoinensis,,,,3,,,,,,,,15,,33,,,,2,,,22,32,,,,,38,3.25,nan,nan,nan,nan,2.5,16.166666666666664,nan,nan,nan,11.0,1.0,nan,nan,nan,50.0,nan,4.0
695,Carya kweichowensis,,,,8,,,,,,,,,,33,2,,,2,1,,8,83,,,,,17,4.5,nan,nan,nan,nan,2.25,9.5,nan,nan,nan,14.0,2.5,nan,nan,nan,20.0,1.0,2.25
696,Carya tonkinensis,,,,3,,,,,,,,6,,33,2,,,9,,,22,86,,,,,38,4.0,nan,nan,nan,nan,2.8,15.416666666666668,nan,nan,nan,12.5,nan,nan,nan,nan,15.0,3.0,2.05
697,Cyclocarya,,,,,,,,,29,6,,,,,,,,,,,,,,23,24,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
698,Cyclocarya paliurus,,,,,,,,,,,,,,,,,,16,,,31,,,,,,,nan,nan,nan,nan,nan,nan,13.125,nan,nan,nan,nan,nan,nan,nan,nan,30.0,nan,nan
699,Engelhardia,,,,,,,,,20,6,,,,,,,,,,,,72,,23,24,7,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
700,Engelhardia hainanensis,,,,3,12,,,,,3,,,,33,7,,,9,,,22,55,,,24,,46,3.25,nan,nan,nan,nan,6.0,8.7875,nan,nan,nan,nan,nan,nan,nan,nan,30.0,nan,9.0
701,Engelhardia roxburghiana,9,,,3,7,,,,,3,,,,33,,,,2,,,8,83,,,,,22,3.25,nan,nan,nan,nan,nan,8.8125,nan,nan,nan,nan,nan,nan,nan,nan,30.0,nan,4.0
702,Engelhardia serrata var. cambodica,,,,3,12,,,,,6,,,,34,,,,16,,,31,83,,,24,,17,3.5,nan,nan,nan,nan,nan,10.333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,12.0,nan,3.0
703,Engelhardia spicata,9,,,3,12,,,,,3,,,,27,,,,2,,,22,83,,,,,17,4.5,nan,nan,nan,nan,nan,14.333333333333332,nan,nan,nan,nan,nan,nan,nan,nan,20.0,nan,4.5
704,Engelhardia spicata var. aceriflora,,,,3,12,,,,,,,,,33,,,,9,,8,21,63,,,,,17,4.5,nan,nan,nan,nan,nan,8.916666666666666,nan,nan,nan,22.5,nan,nan,nan,nan,10.0,nan,6.0
705,Engelhardia spicata var. colebrookeana,,,,8,12,,,,,,,,,33,,,,,,6,31,83,,,,,25,5.0,nan,nan,nan,nan,nan,9.875,nan,nan,nan,15.5,nan,nan,nan,nan,7.0,nan,5.0
706,Engelhardia spicata var. spicata,,,,32,12,,,,,,,,,27,,,,2,,2,31,83,,,,,17,3.5,nan,nan,nan,nan,nan,13.625,nan,nan,nan,37.5,nan,nan,nan,nan,20.0,nan,3.5
707,Juglandaceae,9,,,,,,,,29,3,,,,,,,,,,,11,,,42,,,88,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
708,Juglans,,,,,,,,,29,6,,,,,,,,,,,,,,33,24,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
709,Juglans mandshurica,18,,,3,18,,,,,5,,,,33,3,,,,,,5,29,,,24,,17,4.75,nan,nan,nan,nan,4.0,30.166666666666668,nan,nan,nan,24.5,nan,nan,nan,nan,25.0,nan,5.25
710,Juglans regia,,,,32,7,,,,,,,,,33,2,,,,,,,86,,,,,25,4.5,nan,nan,nan,nan,nan,14.666666666666666,nan,nan,nan,7.5,nan,nan,nan,nan,25.0,nan,5.0
711,Juglans sigillata,9,,,3,23,,,,,,,,,33,,,,,,,,66,,,,,38,5.5,nan,nan,nan,nan,4.0,18.083333333333332,nan,nan,nan,15.75,nan,nan,nan,nan,25.0,nan,4.7
712,Platycarya,,,,,,,,,13,6,,,,,,,,,,,,,,28,24,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
713,Platycarya longzhouensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
714,Platycarya strobilacea,,,,8,,,,,19,,,,,33,,,,2,,,8,57,,,,15,38,2.5,nan,nan,nan,nan,3.5,7.49,nan,nan,nan,6.0,nan,nan,nan,nan,15.0,nan,5.75
715,Pterocarya,,,,,,,,,20,3,,,,,,,,,,,,,,23,24,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
716,Pterocarya hupehensis,,,,3,7,,,,,15,4,,,,2,,,2,,,8,86,,,,,17,4.25,nan,nan,nan,nan,1.35,11.25,nan,nan,nan,37.5,nan,nan,nan,nan,20.0,nan,4.375
717,Pterocarya macroptera,,,,3,18,,,,,6,,,,33,,,,16,,,22,,,,,,57,4.5,nan,nan,nan,nan,1.5,18.5,nan,nan,nan,52.5,nan,nan,nan,nan,25.0,nan,5.0
718,Pterocarya macroptera var. delavayi,,,,3,28,,,,,,,,,33,,,,,,,,,,,,,17,4.5,nan,nan,nan,nan,1.15,18.166666666666668,nan,nan,nan,55.0,nan,nan,nan,nan,15.0,nan,3.5
719,Pterocarya macroptera var. insignis,,,,3,7,,,,,,,,,33,,,,,,,,,,,,,57,4.5,nan,nan,nan,nan,2.0,18.833333333333332,nan,nan,nan,45.0,nan,nan,nan,nan,25.0,nan,4.75
720,Pterocarya macroptera var. macroptera,,,,3,28,,,,,,,,,33,,,,,,,,,,,,,17,4.5,nan,nan,nan,nan,2.0,15.333333333333334,nan,nan,nan,52.5,nan,nan,nan,nan,15.0,nan,5.25
721,Pterocarya rhoifolia,,,,3,7,,,,,15,,,,33,,,,9,,,22,,,,,,46,2.75,nan,nan,nan,nan,1.35,12.166666666666666,nan,nan,nan,25.0,nan,nan,nan,nan,30.0,nan,5.1
722,Pterocarya stenoptera,,,,32,18,,,,,6,,,,33,,,,,,,22,29,,,,,86,2.5,nan,nan,nan,nan,4.5,8.75,nan,nan,nan,32.5,nan,nan,nan,nan,30.0,nan,4.175
723,Pterocarya tonkinensis,,,,3,7,,,,,6,,,,33,2,,,9,,,,73,,43,,,57,5.0,nan,nan,nan,nan,4.0,11.25,nan,nan,nan,21.5,nan,nan,nan,nan,30.0,nan,3.925
724,Myrica,,,,,13,,,,38,,,,,,,,,,,,,,,,16,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
725,Myrica adenophora,1,,,8,,,,,,5,,19,,27,,,,9,17,,22,29,23,,,,24,1.75,nan,nan,nan,nan,nan,2.333333333333333,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,0.85
726,Myrica esculenta,1,,,8,,7,,,,5,,19,,27,,,,3,23,,11,29,21,,,,24,3.0,nan,nan,nan,nan,nan,6.075,nan,nan,nan,2.25,nan,nan,nan,nan,7.0,1.0,nan
727,Myrica nana,9,,,34,,,,,7,5,,19,,27,,,,2,17,,21,29,21,,24,,24,2.25,nan,nan,nan,nan,nan,3.2916666666666665,nan,nan,nan,1.0,nan,nan,nan,nan,3.0,nan,1.25
728,Myrica rubra,,,,8,,2,,,,,,19,,27,,,,3,17,,8,83,21,,,,14,2.5,nan,nan,nan,nan,nan,5.3125,nan,nan,nan,nan,nan,nan,nan,nan,15.0,nan,1.25
729,Myricaceae,,,,,,,,,,16,,,,,,,,,,,,19,,,,,73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
730,Allocasuarina acuaria,,15,,,,,,,,,,,14,,,,31,,,,,,,,,,,nan,1.5,nan,nan,nan,2.15,nan,nan,nan,0.06,2.5,nan,0.15,nan,0.0,2.0,nan,2.5
731,Allocasuarina acutivalvis,,3,,,,,,,,,,,,,,,23,,,,,,,,,,,nan,20.0,nan,nan,nan,1.55,nan,nan,nan,0.07,4.5,nan,0.1,nan,0.0,5.5,nan,1.7
732,Allocasuarina brachystachya,,3,,,,,,,,,,,40,,,,25,,,,,,,,,,,nan,7.0,nan,nan,nan,0.65,0.35,nan,nan,0.04,1.1,nan,0.2,nan,0.0,3.0,nan,1.0499999999999998
733,Allocasuarina campestris,,3,,,,,,,,,,,25,,,,,,,,,,,,,,,nan,20.0,nan,nan,nan,1.35,0.75,nan,nan,0.06,1.42,nan,0.6,nan,0.0,2.0,nan,3.05
734,Allocasuarina corniculata,,12,,,,,,,,,,,18,,,,13,,,,,,,,,,,nan,26.0,nan,nan,nan,0.8,0.44999999999999996,nan,nan,0.09,1.25,nan,0.6,nan,0.0,2.5,nan,1.15
735,Allocasuarina crassa,,25,,,,,,,,,,,35,,,,43,,,,,,,,,,,nan,17.0,nan,nan,nan,1.85,2.05,nan,nan,0.12,2.0,nan,1.0,nan,0.0,1.5,nan,2.45
736,Allocasuarina decaisneana,,27,,,,,,,,,,,12,,,,22,,,,,,,,,,,nan,40.0,nan,nan,nan,2.75,2.45,nan,nan,0.07,3.0,nan,2.0,nan,0.0,13.0,nan,6.15
737,Allocasuarina decussata,,3,,,,,,,,,,,4,,,,36,,,,,,,,,,,nan,14.0,nan,nan,nan,1.95,0.8,nan,nan,0.06,2.25,nan,0.3,nan,0.0,8.0,nan,1.5
738,Allocasuarina defungens,,3,,,,,,,,,,,18,,,,26,,,,,,,,,,,nan,12.0,nan,nan,nan,0.6,0.35,nan,nan,0.05,0.7,nan,0.6,nan,0.0,1.25,nan,0.9500000000000001
739,Allocasuarina dielsiana,,19,,,,,,,,,,,18,,,,1,,,,,,,,,,,nan,20.0,nan,nan,nan,1.45,0.6,nan,nan,0.08,0.55,nan,0.6,nan,0.0,6.5,nan,2.2
740,Allocasuarina diminuta,,14,,,,,,,,,,,10,,,,28,,,,,,,,,,,nan,23.0,nan,nan,nan,0.85,0.55,nan,nan,0.06,2.75,nan,0.5,nan,0.0,3.0,nan,1.25
741,Allocasuarina distyla,,3,,,,,,,,,,,7,,,,6,,,,,,,,,,,nan,35.0,nan,nan,nan,1.6500000000000001,0.85,nan,nan,0.08,3.25,nan,1.0,nan,0.0,2.0,nan,2.4
742,Allocasuarina drummondiana,,7,,,,,,,,,,,26,,,,7,,,,,,,,,,,nan,2.0,nan,nan,nan,0.75,0.7,nan,nan,0.09,0.7,nan,0.12,nan,0.0,1.75,nan,1.15
743,Allocasuarina duncanii,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan
744,Allocasuarina emuina,,12,,,,,,,,,,,26,,,,5,,30,,,,,,,,,nan,12.0,nan,nan,nan,1.05,0.5,nan,nan,0.05,2.0,nan,0.4,nan,0.0,1.0,nan,2.0
745,Allocasuarina eriochlamys,,12,,,,,,,,,,,24,,,,13,,,,,,,,,,,nan,23.0,nan,nan,nan,1.7000000000000002,0.65,nan,nan,0.05,2.25,nan,0.5,nan,0.0,2.0,nan,3.25
746,Allocasuarina fibrosa,,3,,,,,,,,,,,2,,,,,,42,,,,,,,,,nan,2.0,nan,nan,nan,1.0,1.75,nan,nan,nan,0.55,nan,0.8,nan,0.0,1.0,nan,1.8
747,Allocasuarina filidens,,24,,,,,,,,,,,34,,,,10,,,,,,,,,,,nan,20.0,nan,nan,nan,1.4500000000000002,1.75,nan,nan,0.05,nan,nan,1.2,nan,0.0,2.25,nan,2.2
748,Allocasuarina fraseriana,,20,,,,,,,,,,,6,,,,35,,,,,,,,,,,nan,30.0,nan,nan,nan,1.85,0.95,nan,nan,0.08,5.5,nan,0.7,nan,0.0,10.0,nan,2.75
749,Allocasuarina glareicola,,12,,,,,,,,,,,18,,,,26,,,,,,,,,,,nan,20.0,nan,nan,nan,0.75,0.35,nan,nan,0.05,1.35,nan,0.5,nan,0.0,1.5,nan,1.15
750,Allocasuarina globosa,,12,,,27,,,,,,,,28,,,,37,,,,,86,,,,,,nan,12.0,nan,nan,nan,1.4,0.8,nan,nan,0.09,nan,nan,1.7,nan,0.0,1.5,nan,1.6
751,Allocasuarina grampiana,,8,,,,,,,,,,,21,,,,5,,,,,48,,,,,,nan,15.0,nan,nan,nan,0.8,0.6000000000000001,nan,nan,0.07,2.5,nan,0.5,nan,0.0,2.75,nan,2.4
752,Allocasuarina grevilleoides,,12,,,3,,,,,,,,9,,,,16,,,,,44,,,,,,nan,1.0,nan,nan,nan,0.75,0.44999999999999996,nan,nan,0.05,0.35,nan,1.0,nan,0.0,0.22499999999999998,nan,1.15
753,Allocasuarina gymnanthera,,3,,,14,,,,,,,,22,,,,41,,,,,92,,,,,,nan,20.0,nan,nan,nan,1.05,0.55,nan,nan,0.05,4.25,nan,0.5,nan,0.0,3.5,nan,2.7
754,Allocasuarina helmsii,,3,,,20,,,,,,,,18,,,,20,,,,,48,,,,,,nan,16.0,nan,nan,nan,1.05,0.4,nan,nan,0.07,1.5,nan,0.3,nan,0.0,3.0,nan,2.4
755,Allocasuarina huegeliana,,,,,,,,,,,,,,,,,,,,,,0,,,,,,nan,nan,nan,nan,nan,1.2,0.6,nan,nan,0.08,6.0,nan,0.8,nan,0.0,7.0,nan,2.45
756,Allocasuarina humilis,,3,,,27,,,,,,,,29,,,,4,,,,,6,,,,,,nan,12.0,nan,nan,nan,1.35,0.45,nan,nan,0.08,1.7000000000000002,nan,0.3,nan,0.0,1.1,nan,1.7000000000000002
757,Allocasuarina hystricosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan
758,Allocasuarina inophloia,,3,,,4,,,,,,,,2,,,,40,,,,,0,,,,,,nan,21.0,nan,nan,nan,1.05,0.4,nan,nan,0.05,3.0,nan,0.4,nan,0.0,6.5,nan,1.5
759,Allocasuarina lehmanniana,,,,,,,,,,,,,8,,,,28,,,,,0,,,,,,nan,nan,nan,nan,nan,0.95,0.6000000000000001,nan,nan,0.07,2.0,nan,0.5,nan,0.0,2.75,nan,2.35
760,Allocasuarina littoralis,,9,,,19,,,,,,,,26,,,,3,,,,,4,,,,,,nan,20.0,nan,nan,nan,1.4500000000000002,0.6,nan,nan,0.04,2.75,nan,0.4,nan,0.0,10.0,nan,2.0
761,Allocasuarina luehmannii,,3,,,19,,,,,,,,1,,,,21,,,,,81,,,,,,nan,40.0,nan,nan,nan,1.1,0.75,nan,nan,0.1,3.0,nan,0.8,nan,0.0,10.0,nan,0.85
762,Allocasuarina mackliniana,,17,,,,,,,,,,,27,,,,37,,,,,2,,,,,,nan,20.0,nan,nan,nan,1.1,1.35,nan,nan,0.08,2.5,nan,0.7,nan,0.0,1.75,nan,1.7000000000000002
763,Allocasuarina media,,10,,,,,,,,,,,,,,,28,,,,,0,,,,,,nan,19.0,nan,nan,nan,1.15,0.55,nan,nan,0.05,2.75,nan,0.5,nan,0.0,2.0,nan,2.05
764,Allocasuarina microstachya,,6,,,,,,,,,,,,,,,9,,,,,80,,,,,,nan,5.0,nan,nan,nan,0.75,0.8500000000000001,nan,nan,0.06,0.22499999999999998,nan,0.2,nan,0.0,0.55,nan,1.0
765,Allocasuarina misera,,4,,,,,,,,,,,32,,,,29,,,,,0,,,,,,nan,10.0,nan,nan,nan,1.0,0.55,nan,nan,0.03,1.0,nan,0.4,nan,0.0,1.25,nan,1.25
766,Allocasuarina monilifera,,5,,,,,,,,,,,0,,,,44,,,,,0,,,,,,nan,nan,nan,nan,nan,1.1,nan,nan,nan,0.06,2.25,nan,0.6,nan,0.0,2.75,nan,2.25
767,Allocasuarina muelleriana,,3,,,,,,,,,,,,,,,42,,,,,,,,,,,nan,3.0,nan,nan,nan,nan,1.8,nan,nan,nan,nan,nan,0.0,nan,nan,1.75,nan,nan
768,Allocasuarina nana,,3,,,,,,,,,,,13,,,,37,,,,,76,,,,,,nan,8.0,nan,nan,nan,1.25,0.44999999999999996,nan,nan,0.05,0.75,nan,0.5,nan,0.0,1.1,nan,1.9
769,Allocasuarina ophiolitica,,12,,,,,,,,,,,,,,,28,,,,,0,,,,,,nan,19.0,nan,nan,nan,0.95,0.9,nan,nan,0.06,1.75,nan,0.7,nan,0.0,2.0,nan,1.45
770,Allocasuarina paludosa,,11,,,,,,,,,,,30,,,,14,,,,,88,,,,,,nan,20.0,nan,nan,nan,1.0,0.7,nan,nan,0.07,1.75,nan,0.5,nan,0.0,1.65,nan,1.4
771,Allocasuarina paradoxa,,24,,,,,,,,,,,18,,,,26,,,,,5,,,,,,nan,15.0,nan,nan,nan,1.0,1.15,nan,nan,0.06,2.0,nan,0.6,nan,0.0,1.25,nan,1.9
772,Allocasuarina pinaster,,3,,,,,,,,,,,15,,,,17,,,,,,,,,,,nan,2.0,nan,nan,nan,1.4,4.75,nan,nan,0.1,0.75,nan,2.0,nan,0.0,2.0,nan,1.95
773,Allocasuarina portuensis,,24,,,,,,,,,,,39,,,,30,,,,,0,,,,,,nan,27.0,nan,nan,nan,0.9,0.9,nan,nan,0.08,7.5,nan,1.3,nan,0.0,4.0,nan,1.85
774,Allocasuarina pusilla,,3,,,,,,,,,,,20,,,,15,,,,,87,,,,,,nan,12.0,nan,nan,nan,0.9500000000000001,0.4,nan,nan,0.04,1.15,nan,0.3,nan,0.0,1.1,nan,1.25
775,Allocasuarina ramosissima,,2,,,1,,,,,,,,37,,,,33,,6,,,65,,,,,,nan,1.0,nan,nan,nan,0.8,0.95,nan,nan,0.06,0.175,nan,0.6,nan,0.0,1.0,nan,1.1
776,Allocasuarina rigida,,22,,,18,,,,,,,,31,,,,8,,,,,88,,,,,,nan,33.0,nan,nan,nan,1.0499999999999998,0.8500000000000001,nan,nan,0.07,4.0,nan,1.0,nan,0.0,2.25,nan,1.75
777,Allocasuarina robusta,,26,,,24,,,,,,,,18,,,,34,,,,,3,,,,,,nan,20.0,nan,nan,nan,0.95,0.8,nan,nan,0.07,2.5,nan,0.7,nan,0.0,1.6,nan,1.6
778,Allocasuarina rupicola,,13,,,,,,,,,,,,,,,,,,,,82,,,,,,nan,18.0,nan,nan,nan,0.8,0.4,nan,nan,0.07,1.75,nan,0.8,nan,0.0,2.0,nan,1.25
779,Allocasuarina scleroclada,,3,,,8,,,,,,,,23,,,,19,,,,,0,,,,,,nan,23.0,nan,nan,nan,1.6,2.0,nan,nan,0.1,1.1,nan,2.0,nan,0.0,2.0,nan,2.15
780,Allocasuarina simulans,,,,,,,,,,,,,43,,,,28,,,,,46,,,,,,nan,19.0,nan,nan,nan,1.05,0.8,nan,nan,0.09,3.0,nan,1.3,nan,0.0,nan,nan,2.3499999999999996
781,Allocasuarina spinosissima,,3,,,,,,,,,,,42,,,,,,,,,64,,,,,,nan,nan,nan,nan,nan,1.0,0.75,nan,nan,0.1,2.25,nan,0.8,nan,0.0,3.0,nan,1.65
782,Allocasuarina striata,,3,,,,,,,,,,,33,,,,27,,,,,0,,,,,,nan,10.0,nan,nan,nan,1.15,1.2,nan,nan,0.08,2.0,nan,0.8,nan,0.0,2.5,nan,2.45
783,Allocasuarina tessellata,,,,,,,,,,,,,2,,,,26,,,,,,,,,,,nan,nan,nan,nan,nan,1.6,nan,nan,nan,0.07,3.0,nan,0.7,nan,0.0,4.0,nan,4.05
784,Allocasuarina thalassoscopica,,3,,,,,,,,,,,,,,,1,,,,,0,,,,,,nan,nan,nan,nan,nan,1.2,0.44999999999999996,nan,nan,0.07,2.5,nan,0.7,nan,0.0,1.0,nan,1.8
785,Allocasuarina thuyoides,,3,,,25,,,,,,,,2,,,,38,,,,,79,,,,,,nan,3.0,nan,nan,nan,1.15,0.4,nan,nan,0.04,0.3,nan,0.1,nan,0.0,1.15,nan,1.4
786,Allocasuarina tortiramula,,23,,,,,,,,,,,19,,,,32,,,,,0,,,,,,nan,10.0,nan,nan,nan,1.0,0.65,nan,nan,0.08,0.7,nan,0.6,nan,0.0,1.7,nan,1.25
787,Allocasuarina torulosa,,3,,,32,,,,,,,,38,,,,37,,,,,75,,,,,,nan,14.0,nan,nan,nan,1.85,0.55,nan,nan,0.04,1.75,nan,0.5,nan,0.0,nan,nan,2.4
788,Allocasuarina trichodon,,21,,,18,,,,,,,,2,,,,24,,,,,76,,,,,,nan,30.0,nan,nan,nan,1.7,2.65,nan,nan,0.09,5.5,nan,0.9,nan,0.0,1.75,nan,3.25
789,Allocasuarina verticillata,,21,,,,,,,,,,,3,,,,39,,,,,76,,,,,,nan,40.0,nan,nan,nan,2.35,0.95,nan,nan,0.07,0.75,nan,1.5,nan,0.0,7.0,nan,3.5
790,Allocasuarina zephyrea,,23,,,,,,,,,,,5,,,,2,,,,,0,,,,,,nan,19.0,nan,nan,nan,0.8500000000000001,0.8,nan,nan,0.06,2.25,nan,0.4,nan,0.0,1.25,nan,1.75
791,Alnus acuminata,,,,4,,,,,3,0,,,,,,,,,,,35,,,,,,61,6.25,nan,nan,nan,nan,0.235,6.5,nan,nan,nan,9.25,nan,nan,nan,0.0,25.0,nan,2.25
792,Alnus alnobetula,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan
793,Alnus cordata,,,,22,,,,,,,,,,56,,,,,38,,2,27,,,,,54,6.4,nan,nan,nan,nan,1.75,6.9,nan,nan,nan,6.3,nan,nan,nan,0.0,25.0,nan,2.85
794,Alnus elliptica,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan
795,Alnus fauriei,,,,13,33,,,,2,13,,,,,,,,,26,,34,,,,,,,7.5,nan,nan,nan,nan,0.7,8.5,nan,nan,nan,14.25,nan,nan,nan,0.0,7.0,nan,3.25
796,Alnus firma,,,,27,,,,,,20,,,,41,,,,,,,36,7,,,,,35,3.75,nan,nan,nan,nan,nan,8.25,nan,nan,nan,6.25,nan,nan,nan,0.0,10.0,nan,1.75
797,Alnus jorullensis,,,,28,,,,,,,,,,28,,,,,,,17,,,,,,50,4.75,nan,nan,nan,nan,nan,8.85,nan,nan,nan,nan,nan,nan,nan,0.0,25.0,nan,nan
798,Alnus matsumurae,,,,,33,,,,,12,,,,,,,,,37,,33,,,,,,47,5.75,nan,nan,nan,nan,1.1,7.0,nan,nan,nan,6.0,nan,nan,nan,0.0,17.0,nan,1.5
799,Alnus maximowiczii,,,,36,,,,,,17,,,,38,,,,,,,14,28,,,,,57,5.699999999999999,nan,nan,nan,nan,nan,7.5,nan,nan,nan,5.0,nan,nan,nan,0.0,10.0,nan,1.7
800,Alnus mayrii,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan
801,Alnus nitida,,,,38,,,,,29,,,,,37,,,,,24,,1,50,,,,,63,6.3,nan,0.6,nan,nan,nan,11.399999999999999,nan,nan,nan,12.6,nan,nan,nan,0.0,33.0,nan,2.55
802,Alnus orientalis,,,,,,,,,1,,,,,43,,,,,15,,0,27,,,,,63,4.4,nan,nan,nan,nan,1.6,8.15,nan,nan,nan,nan,nan,nan,nan,0.0,15.0,nan,2.2
803,Alnus pendula,,1,,5,33,,,,11,2,,,,,,,,,39,,27,,,,,,59,3.35,nan,nan,nan,nan,1.0,8.25,nan,nan,nan,8.5,nan,nan,nan,0.0,5.5,nan,1.4
804,Alnus pubescens,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan
805,Alnus serrulatoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan
806,Alnus sieboldiana,,,,26,,,,,11,1,,,,8,,,,,40,,,,,,,,60,4.5,nan,nan,nan,nan,1.75,8.0,nan,nan,nan,6.75,nan,nan,nan,0.0,12.0,nan,2.75
807,Alnus subcordata,,,,41,,,,,10,9,,,,47,,,,,25,,9,,,,,,58,7.5,nan,nan,nan,nan,nan,11.399999999999999,nan,nan,nan,15.0,nan,nan,nan,0.0,20.0,nan,2.2
808,Betula alpestris,,,,,,,,,10,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan
809,Betula aurata,,,,,,,,,10,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan
810,Betula bomiensis,,,,,,,,,10,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan
811,Betula caerulea,,,,,,,,,10,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan
812,Betula corylifolia,,,,36,,,,,10,18,,,,55,,,,,,,10,,,,,,26,3.75,nan,1.5,nan,nan,nan,5.699999999999999,nan,nan,nan,5.0,nan,nan,nan,0.0,21.5,nan,nan
813,Betula divaricata,,,,,,,,,10,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan
814,Betula dutillyi,,,,,,,,,10,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan
815,Betula eastwoodiae,,,,,,,,,10,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan
816,Betula globispica,,,,2,,,,,28,19,,,,48,,,,,,,4,,,,,,7,nan,nan,nan,nan,nan,nan,5.7,nan,nan,nan,3.15,nan,nan,nan,0.0,21.0,nan,nan
817,Betula grossa,,,,42,,,,,10,,,,,35,,,,,,,,,,,,,44,3.75,nan,nan,nan,nan,nan,7.5,nan,nan,nan,nan,nan,nan,nan,0.0,17.5,nan,nan
818,Betula jarmolenkoana,,,,,,,,,10,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan
