,taxon,taxon_id,link,path,part_color,leaf_part_hair_surface,fruit_part_venation,leaf_part_apex_shape,part_shape,fruit_part_shape,leaf_part_color,leaf_part_base_shape,leaf_part_venation,leaf_part_shape,leaf_part_surface,leaf_part_margin,leaf_part_hair_shape,part_surface,flower_part_shape,flower_part_surface,fruit_part_surface,leaf_part_venation_lateral,fruit_part_color,leaf_part_lobe_shape,leaf_part_margin_margin,inflorescence_shape,part_size_length,inflorescence_size_width,flower_part_size_length,fruit_part_size_length,inflorescence_size_length,fruit_part_size_width,leaf_part_size_length,leaf_part_size_width,part_size_height,leaf_part_size_thickness,part_size_diameter
160,Quercus sadleriana,233501081,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501081,data/eFloras/Fagaceae_1/treatments/taxon_id_233501081.html,"['brown', 'yellow', 'red', 'tan', 'gray']",[],[],"['acute', 'acuminate']","['acute-ovate', 'ovoid', 'spheric']","['subglobose', 'ovoid']","['golden', 'green']","['orbicular', 'acuminate-orbicular']","['parallel', 'vein']",['obovate'],"['surface', 'granular', 'silky', 'glabrous']",[],['stellate'],"['puberulent', 'smooth', 'silky', 'glabrous']",[],[],[],[],['brown'],[],['serrate'],['hemispheric'],4.5,nan,nan,17.5,8.0,13.25,51.25,57.5,nan,nan,3.5
161,Quercus shumardii,233501082,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501082,data/eFloras/Fagaceae_1/treatments/taxon_id_233501082.html,"['brown', 'gray', 'brown-gray', 'pink']",[],[],['acute'],"['ellipsoid', 'ovoid']","['oblong', 'subglobose', 'acute', 'cup-shaped', 'saucerlike', 'ovoid', 'obtuse']",[],"['obtuse', 'truncate']",['vein'],['elliptic'],"['surface', 'glabrous']",[],[],['glabrous'],[],[],"['surface', 'puberulent', 'glabrous']",[],"['brown', 'brown-red']",['oblong'],[],[],4.0,nan,nan,15.625,nan,18.75,95.0,105.0,nan,nan,2.75
162,Quercus similis,233501083,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501083,data/eFloras/Fagaceae_1/treatments/taxon_id_233501083.html,"['brown', 'gray']",[],[],"['acute', 'ovate']","['straight', 'ovoid']","['oblong', 'ovoid']","['gray', 'green']","['attenuate-orbicular', 'acute']",['vein'],['obovate'],"['surface', 'glandular', 'tomentulose']",[],[],['tomentulose'],[],[],"['puberulent', 'glabrate']",[],"['brown', 'brown-red']",[],[],[],2.0,nan,nan,10.25,nan,10.75,52.0,57.5,nan,nan,2.5
163,Quercus sinuata,233501084,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501084,data/eFloras/Fagaceae_1/treatments/taxon_id_233501084.html,"['brown', 'gray', 'brown-red']",[],[],['orbicular'],['ovoid'],"['oblong', 'ovate', 'ovoid', 'obtuse', 'orbicular']","['silver', 'green']",['acute'],['vein'],['oblong'],"['surface', 'glabrate', 'glabrous']",['dentate'],[],"['puberulent', 'glabrous']","['cup-shaped', 'saucerlike']",[],['glabrous'],[],['brown'],[],"['toothed', 'entire']",[],8.5,nan,nan,8.0,nan,10.5,39.25,42.5,nan,nan,1.5
164,Quercus sinuata var. breviloba,233501085,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501085,data/eFloras/Fagaceae_1/treatments/taxon_id_233501085.html,[],[],[],[],[],"['oblong', 'ovoid', 'orbicular']",[],[],[],['saucerlike'],[],[],[],[],[],[],['glabrous'],[],[],[],[],[],1.0,nan,nan,7.5,nan,9.25,23.75,30.0,nan,nan,nan
165,Quercus sinuata var. sinuata,233501086,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501086,data/eFloras/Fagaceae_1/treatments/taxon_id_233501086.html,[],[],[],[],[],"['elliptic', 'ovoid']",[],"['cup-shaped', 'saucerlike']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],15.0,nan,nan,8.5,nan,11.25,44.5,42.5,nan,nan,nan
166,Quercus stellata,233501087,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501087,data/eFloras/Fagaceae_1/treatments/taxon_id_233501087.html,"['gray', 'yellow', 'brown-red']",['glandular'],[],['orbicular'],"['ovoid', 'stellate']","['ovoid', 'spheric']",['green-yellow'],"['attenuate-orbicular', 'cordate']",['vein'],['obovate'],['surface'],[],['stellate'],['pubescent'],['saucerlike'],[],"['puberulent', 'pubescent', 'glabrous']",[],"['brown', 'gray']","['orbicular', 'spatulate', 'cruciform']",[],[],20.0,nan,6.0,12.25,nan,11.25,52.0,60.0,nan,nan,4.0
167,Quercus tardifolia,233501088,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501088,data/eFloras/Fagaceae_1/treatments/taxon_id_233501088.html,"['gray', 'brown-red']",[],[],"['acute', 'obtuse']","['ellipsoid', 'ovoid']",[],[],"['cordate', 'orbicular']",['vein'],['elliptic'],"['surface', 'glabrate', 'pubescent', 'tomentose']",[],[],['pubescent'],[],[],[],[],[],[],[],[],3.5,nan,nan,nan,nan,nan,45.0,45.0,nan,nan,2.0
168,Quercus texana,233501089,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501089,data/eFloras/Fagaceae_1/treatments/taxon_id_233501089.html,"['brown', 'gray', 'brown-red']",[],[],['acute'],['ovoid'],"['ellipsoid', 'acute', 'ovoid']",[],"['cuneate', 'truncate']",['vein'],['ovate'],['glabrous'],[],[],['glabrous'],[],[],"['surface', 'puberulent', 'pubescent', 'glabrous']",[],['orange'],['oblong'],[],[],3.0,nan,nan,15.5,nan,17.0,86.25,92.5,nan,nan,2.25
169,Quercus tomentella,233501090,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501090,data/eFloras/Fagaceae_1/treatments/taxon_id_233501090.html,['brown-red'],"['surface', 'tomentose']",[],"['acute', 'orbicular']",[],['ovoid'],['glossy-green'],"['obtuse', 'cordate']","['vein', 'midrib', 'pinnate']",['concave'],"['pilose', 'villose', 'pubescent']",[],[],['tomentose'],[],[],[],[],[],[],[],['cup-shaped'],7.0,22.5,nan,25.0,6.0,17.5,23.25,32.5,nan,nan,3.5
170,Quercus toumeyi,233501091,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501091,data/eFloras/Fagaceae_1/treatments/taxon_id_233501091.html,"['black', 'gray', 'brown', 'brown-red']",[],[],['acute'],['ovoid'],"['elliptic', 'ovoid']","['gray', 'glossy-green']","['obtuse', 'cuneate']",['vein'],['elliptic-oblong'],"['surface', 'glabrate', 'pubescent']",['entire'],[],['pubescent'],['cup-shaped'],[],[],[],['brown'],[],[],[],1.0,nan,2.0,11.0,nan,7.75,10.125,10.0,nan,nan,nan
171,Quercus turbinella,233501092,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501092,data/eFloras/Fagaceae_1/treatments/taxon_id_233501092.html,"['brown', 'gray']",[],[],"['acute', 'obtuse']","['ovoid', 'orbicular']","['ovate', 'ovoid']","['red', 'gray', 'glaucous', 'yellow']","['cordate', 'orbicular']",['vein'],['elliptic'],"['puberulent', 'glandular', 'glabrous', 'pubescent', 'surface']",[],[],"['pubescent', 'glabrate', 'tomentulose', 'glabrous']","['hemispheric', 'cup-shaped']",[],"['puberulent', 'glabrate']",[],"['brown', 'gray', 'yellow']",[],['crisped-undulate'],[],1.0,nan,nan,9.0,nan,10.75,13.75,12.5,nan,nan,2.0
172,Quercus vaccinifolia,233501093,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501093,data/eFloras/Fagaceae_1/treatments/taxon_id_233501093.html,['brown-red'],"['pubescent', 'glabrous']",[],"['acute', 'obtuse']",[],['ovoid'],"['green-white', 'green']","['acute', 'orbicular']",['vein'],['oblong-ovate'],"['surface', 'pubescent']",[],['stellate'],['glabrous'],[],[],[],[],[],[],"['toothed', 'entire']","['turbinate', 'saucerlike']",2.5,12.5,nan,12.5,3.5,7.5,14.5,11.0,nan,nan,1.25
173,Quercus vaseyana,233501094,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501094,data/eFloras/Fagaceae_1/treatments/taxon_id_233501094.html,"['brown', 'brown-gray', 'red', 'brown-red', 'gray']",['surface'],[],['acute'],"['orbicular-ovoid', 'stellate']","['oblong', '', 'ovoid']",['green'],"['cuneate', 'orbicular']",['vein'],['lanceolate'],"['puberulent', 'glabrate', 'glabrous']",[],['stellate'],"['glabrate', 'glabrous', 'pubescent', 'tomentulose', 'tomentose']","['cup-shaped', 'saucerlike']",[],['glabrous'],[],['brown'],"['acute', 'obtuse']",[],[],1.0,nan,2.5,5.75,nan,12.0,26.25,15.0,nan,nan,1.25
174,Quercus velutina,233501095,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501095,data/eFloras/Fagaceae_1/treatments/taxon_id_233501095.html,"['brown', 'yellow', 'orange', 'brown-red', 'black', 'gray']",[],[],"['acute', 'obtuse']","['ellipsoid', 'ovoid', 'bilaterally symmetric']","['turbinate', 'subglobose', 'acute', 'cup-shaped', 'acuminate', 'ovoid']",['green'],"['obtuse', 'truncate']",['vein'],['ovate'],"['surface', 'pubescent', 'glabrous']",[],[],"['pubescent', 'glabrous']",[],[],"['surface', 'puberulent', 'glabrate', 'pubescent']",[],[],['oblong'],[],[],6.0,nan,nan,11.875,nan,15.5,123.75,115.0,nan,nan,3.5
175,Quercus viminea,233501096,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501096,data/eFloras/Fagaceae_1/treatments/taxon_id_233501096.html,"['brown', 'brown-red']",[],[],"['acute', 'acuminate']",['ovoid'],"['cup-shaped', 'ovoid']",[],"['obtuse', 'orbicular']",['midrib'],['lanceolate'],"['pubescent', 'glabrous']",[],[],"['pubescent', 'glabrous']",[],[],"['surface', 'pubescent']",[],[],[],[],[],1.5,nan,nan,12.0,nan,8.75,25.5,8.5,nan,nan,2.5
176,Quercus virginiana,233501097,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501097,data/eFloras/Fagaceae_1/treatments/taxon_id_233501097.html,"['brown', 'yellow', 'red', 'black', 'gray']",[],[],"['obtuse-orbicular', 'acute']","['subglobose', 'ovate', 'stellate']",['ovoid'],"['glaucous', 'white', 'green']","['cuneate', 'orbicular']",['vein'],['obovate'],"['surface', 'glabrate', 'glabrous']",['entire'],"['stellate', 'fused-stellate']","['puberulent', 'glabrate', 'pubescent']","['hemispheric', 'cymbiform', 'acute-attenuate']","['puberulent', 'tomentulose', 'glabrous']",['glabrous'],[],['brown'],[],[],[],1.0,nan,15.0,14.5,nan,11.5,34.0,30.0,nan,nan,2.0
177,Quercus wislizenii,233501098,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233501098,data/eFloras/Fagaceae_1/treatments/taxon_id_233501098.html,"['black', 'brown', 'brown-red']",[],[],"['acute', 'orbicular']",['ovoid'],"['oblong', 'cup-shaped', 'ovoid']",[],"['obtuse', 'cordate']",['vein'],['orbicular'],"['surface', 'pubescent', 'glabrous']",[],[],"['pubescent', 'glabrous']",[],[],"['surface', 'puberulent', 'pubescent', 'glabrous']",[],[],[],['entire'],[],3.0,nan,nan,18.75,nan,11.75,29.5,35.0,nan,nan,2.25
178,Carya,105766,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=105766,data/eFloras/Juglandaceae_1/treatments/taxon_id_105766.html,"['brown', 'orange', 'red', 'bronze', 'green', 'gray']",['surface'],[],[],"['', 'slender']",[],[],[],['odd-pinnate'],['valvate'],"['pubescent', 'glabrous']",[],[],"['smooth', 'pubescent', 'glabrous']",[],[],"['smooth', 'verrucose']",[],"['brown', 'black', 'tan', 'brown-red']",[],[],[],3.0,nan,nan,nan,nan,nan,14.0,7.5,nan,nan,nan
179,Carya aquatica,233500314,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500314,data/eFloras/Juglandaceae_1/treatments/taxon_id_233500314.html,"['brown', 'yellow', 'brown-red', 'black', 'gray']","['surface', 'villose']",[],['acuminate'],"['oblong', 'slender']",['obovoid'],[],[],['vein'],['fused'],"['villose', 'glabrous']",[],['fasciculate'],"['villose', 'glabrous']",[],[],['verrucose'],[],"['brown', 'bronze', 'black']",[],"['serrate', 'entire']",[],8.0,nan,nan,2.25,nan,2.0,7.0,2.5,nan,nan,nan
180,Carya cordiformis,233500315,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500315,data/eFloras/Juglandaceae_1/treatments/taxon_id_233500315.html,"['brown', 'gray', 'tan']","['surface', 'villose']",[],['acuminate'],"['oblong', 'slender']","['', 'ellipsoid', 'ovoid', 'spheric', 'obovoid']",[],[],[],['valvate'],['pubescent'],[],['fasciculate'],['hirsute'],[],[],[],[],['brown'],[],['serrate'],[],10.0,nan,nan,2.5,nan,2.6,6.333333333333333,4.0,nan,nan,nan
181,Carya floridana,233500316,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500316,data/eFloras/Juglandaceae_1/treatments/taxon_id_233500316.html,"['gray', 'brown-red']",['surface'],[],['acuminate'],"['ovoid', 'slender']","['oblong', 'ellipsoid', 'obovoid']",[],[],[],['fused'],[],[],['fasciculate'],"['smooth', 'glabrous']",[],[],[],[],"['brown', 'bronze', 'tan']",[],['serrate'],[],3.0,nan,nan,3.5,nan,2.25,5.0,3.0,nan,nan,nan
182,Carya glabra,233500317,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500317,data/eFloras/Juglandaceae_1/treatments/taxon_id_233500317.html,"['gray', 'brown-red']","['surface', 'pubescent', 'glabrous']",[],['acuminate'],"['ovoid', 'slender']","['ellipsoid', 'spheric', 'obovoid']",[],[],[],['fused'],['glabrous'],[],['fasciculate'],"['puberulent', 'hirsute', 'pubescent', 'glabrous']",[],[],['smooth'],[],"['tan', 'brown-red']",[],['serrate'],[],5.0,nan,nan,3.25,nan,2.75,8.333333333333332,6.0,nan,nan,nan
183,Carya illinoinensis,210000185,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=210000185,data/eFloras/Juglandaceae_1/treatments/taxon_id_210000185.html,"['brown', 'gray', 'brown-red', 'tan']","['surface', 'hirsute', 'scurfy', 'glabrous']",[],['acuminate'],"['oblong', 'slender']",['ellipsoid-ovoid'],[],[],[],['fused'],[],[],['fasciculate'],"['hirsute', 'glabrous']",[],[],['smooth'],[],"['brown', 'black', 'tan']",[],['serrate'],[],6.0,nan,nan,4.25,nan,2.25,6.833333333333334,4.0,nan,nan,nan
184,Carya laciniosa,233500318,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500318,data/eFloras/Juglandaceae_1/treatments/taxon_id_233500318.html,"['gray', 'orange-tan']",[],[],['acuminate'],[],"['ellipsoid', 'spheric']",[],[],['midrib'],['fused'],"['surface', 'puberulent', 'hirsute', 'glabrous']",[],['fasciculate'],"['hirsute', 'tomentose']",[],[],"['hirsute', 'smooth']",[],"['brown', 'tan']",[],['serrate'],[],12.0,nan,nan,5.25,nan,4.5,10.5,6.5,nan,nan,nan
185,Carya myristiciformis,233500319,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500319,data/eFloras/Juglandaceae_1/treatments/taxon_id_233500319.html,"['brown', 'gray', 'bronze']",['surface'],[],['acuminate'],"['ovoid', 'slender']","['ellipsoid', 'obovoid']",['bronze'],[],"['vein', 'midrib']",['fused'],['pubescent'],[],['fasciculate'],[],[],[],['smooth'],[],"['bronze', 'tan', 'brown-mottled-red']",[],['serrate'],[],4.0,nan,nan,2.5,nan,1.75,7.0,4.5,nan,nan,nan
186,Carya ovata,233500320,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500320,data/eFloras/Juglandaceae_1/treatments/taxon_id_233500320.html,"['brown-orange', 'red', 'green', 'black', 'gray']","['surface', 'hirsute']",[],"['acute', 'acuminate']","['ovoid', 'slender']","['ellipsoid', 'ovoid', 'spheric', 'obovoid']",[],[],[],['fused'],[],[],['fasciculate'],"['hirsute', 'tomentose', 'glabrous']",[],[],['smooth'],[],"['brown', 'tan', 'brown-red']",[],['serrate'],[],6.0,nan,nan,3.25,nan,3.25,9.333333333333334,7.5,nan,nan,nan
187,Carya ovata var. australis,233500321,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500321,data/eFloras/Juglandaceae_1/treatments/taxon_id_233500321.html,"['black', 'brown-red']",[],[],[],"['ovoid', 'slender']",[],[],[],[],[],['glabrous'],[],[],['glabrous'],[],[],[],[],[],[],[],[],6.0,nan,nan,2.75,nan,2.75,7.333333333333334,3.75,nan,nan,nan
188,Carya ovata var. ovata,233500322,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500322,data/eFloras/Juglandaceae_1/treatments/taxon_id_233500322.html,"['red', 'brown-gray', 'green']",[],[],[],[],[],[],[],[],['bilaterally symmetric'],['hirsute'],[],[],"['hirsute', 'tomentose']",[],[],[],[],[],[],[],[],9.0,nan,nan,3.75,nan,3.75,9.833333333333334,8.5,nan,nan,nan
189,Carya pallida,233500323,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500323,data/eFloras/Juglandaceae_1/treatments/taxon_id_233500323.html,"['gray', 'brown-red']","['hirsute', 'glabrous']",[],['acuminate'],"['ovoid', 'slender']","['ellipsoid', 'spheric', 'obovoid']",[],[],[],['fused'],[],[],['fasciculate'],['pubescent'],[],[],['smooth'],[],"['tan', 'brown-red']",[],['serrate'],[],4.0,nan,nan,3.5,nan,2.5,6.5,3.5,nan,nan,nan
190,Carya texana,233500324,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500324,data/eFloras/Juglandaceae_1/treatments/taxon_id_233500324.html,"['black', 'gray', 'brown']","['hirsute', 'glabrous']",[],['acuminate'],"['ovoid', 'slender']","['spheric', 'obovoid']",['silver-tan'],[],[],['fused'],"['pubescent', 'glabrous']",[],['fasciculate'],['pubescent'],[],[],[],[],"['bronze', 'tan', 'brown-red']",[],['serrate'],[],4.0,nan,nan,4.0,nan,3.0,6.0,4.5,nan,nan,nan
191,Carya tomentosa,220002408,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=220002408,data/eFloras/Juglandaceae_1/treatments/taxon_id_220002408.html,"['gray', 'brown-red']",['puberulent'],[],['acute'],['ovoid'],"['ellipsoid', 'spheric', 'obovoid']",[],[],"['vein', 'midrib']",['fused'],"['surface', 'hirsute']",[],['fasciculate'],"['hirsute', 'tomentose']",[],[],['smooth'],[],"['tan', 'brown-red']",[],['serrate'],[],8.0,nan,nan,4.0,nan,4.0,7.666666666666667,5.0,nan,nan,nan
192,Juglandaceae,10460,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=10460,data/eFloras/Juglandaceae_1/treatments/taxon_id_10460.html,"['brown', 'gray']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['serrate', 'entire']",[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
193,Juglans,116860,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=116860,data/eFloras/Juglandaceae_1/treatments/taxon_id_116860.html,"['gray', 'brown-gray', 'brown-purple']","['surface', 'glandular']",[],[],[''],['grooved'],[],[],['even-pinnate'],['triangular'],['glabrous'],[],['fasciculate'],"['smooth', 'hirsute']",[],[],['smooth'],[],['tan'],[],[],[],3.0,nan,nan,nan,nan,nan,9.65,3.65,nan,nan,nan
194,Juglans californica,233500715,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500715,data/eFloras/Juglandaceae_1/treatments/taxon_id_233500715.html,"['brown', 'gray']",['surface'],[],"['acute', 'orbicular']","['ellipsoid', 'ovoid']","['spheric', 'grooved']",[],[],['vein'],['elliptic-oblong'],['glandular'],[],[],[],[],[],"['surface', 'smooth', 'glandular']",[],[],[],['serrate'],[],5.15,nan,nan,2.4000000000000004,nan,nan,9.5,nan,nan,nan,nan
195,Juglans cinerea,233500716,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500716,data/eFloras/Juglandaceae_1/treatments/taxon_id_233500716.html,"['brown', 'gray', 'brown-gray']","['surface', 'glandular']",[],['acuminate'],[],"['', 'ellipsoid', 'ovoid']",['gray-tan'],[],[],['straight'],[],[],"['capitate', 'fasciculate']",['smooth'],[],[],"['surface', 'smooth']",[],[],[],['serrate'],[],9.166666666666666,nan,nan,5.25,nan,nan,22.583333333333332,nan,nan,nan,nan
196,Juglans hindsii,233500717,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500717,data/eFloras/Juglandaceae_1/treatments/taxon_id_233500717.html,"['brown', 'gray']",['glandular'],[],['acuminate'],"['oblong', 'ellipsoid']","['spheric', 'ovoid', 'ovoid-spheric', 'grooved']",[],[],['midrib'],['triangular'],[],[],['fasciculate'],['smooth'],[],[],['smooth'],[],[],[],['serrate'],[],6.3,nan,nan,3.525,nan,nan,15.333333333333332,nan,nan,nan,nan
197,Juglans major,233500718,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500718,data/eFloras/Juglandaceae_1/treatments/taxon_id_233500718.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
198,Juglans major var. major,233500719,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500719,data/eFloras/Juglandaceae_1/treatments/taxon_id_233500719.html,"['brown', 'gray']","['surface', 'glandular']",[],['acuminate'],['ovoid'],"['subglobose', 'ovoid', 'spheric', 'grooved']",[],[],['vein'],['lanceolate'],"['glabrate', 'glabrous']",[],"['capitate', 'fasciculate']",[],[],[],"['surface', 'smooth']",[],[],[],['serrate'],[],5.75,nan,nan,2.5,nan,nan,12.666666666666668,nan,nan,nan,nan
199,Juglans microcarpa,233500720,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500720,data/eFloras/Juglandaceae_1/treatments/taxon_id_233500720.html,"['brown', 'gray']","['surface', 'glandular']",[],['acuminate'],"['ovoid', 'spheric']","['spheric', 'grooved']",[],[],[],['lanceolate'],['glabrous'],[],"['capitate', 'fasciculate']",[],[],[],"['surface', 'smooth']",[],[],[],"['toothed', 'entire']",[],5.2,nan,nan,1.625,nan,nan,8.833333333333334,nan,nan,nan,nan
200,Juglans nigra,233500721,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500721,data/eFloras/Juglandaceae_1/treatments/taxon_id_233500721.html,"['brown', 'gray']","['surface', 'glandular', 'glabrous']",[],['acuminate'],"['subglobose', 'ovoid']","['subglobose', 'ellipsoid', 'spheric', 'grooved']",[],[],[],['lanceolate'],[],[],"['capitate', 'fasciculate']",[],[],[],['surface'],[],[],[],['serrate'],[],16.333333333333332,nan,nan,4.625,nan,nan,19.75,nan,nan,nan,nan
201,Comptonia,107800,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=107800,data/eFloras/Myricaceae_1/treatments/taxon_id_107800.html,[],[],[],[],[''],"['oblong-ovoid', 'elongate']",[],[],[],['pinnatifid'],"['pubescent', 'glandular', 'membranous', 'glabrous']",[],[],"['glandular', 'pubescent']",[],[],['smooth'],[],[],['orbicular'],[],[''],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
202,Comptonia peregrina,233500420,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500420,data/eFloras/Myricaceae_1/treatments/taxon_id_233500420.html,"['gray', 'brown-red']",[],[],['acute'],[],[],['green'],['truncate'],[],['cordate'],"['surface', 'puberulent', 'glabrate', 'pilose']",[],[],"['puberulent', 'pilose', 'villose']",[],[],[],[],[],[],[],[],nan,nan,nan,4.0,nan,nan,9.25,1.5999999999999999,nan,nan,nan
203,Myrica,121458,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=121458,data/eFloras/Myricaceae_1/treatments/taxon_id_121458.html,[],[],[],[],[''],"['ovoid', 'spheric']",[],[],[],['oblanceolate'],"['membranous', 'pubescent', 'glabrous']",[],[],"['pubescent', 'glabrous']",[],[],['smooth'],[],['white'],[],"['entire', 'denticulate-serrate']","['', 'ellipsoid', 'ovoid']",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
