,taxon,taxon_id,link,path,part_color,leaf_part_hair_surface,fruit_part_venation,leaf_part_apex_shape,part_shape,fruit_part_shape,leaf_part_color,leaf_part_base_shape,leaf_part_venation,leaf_part_shape,leaf_part_surface,leaf_part_margin,leaf_part_hair_shape,part_surface,flower_part_shape,flower_part_surface,fruit_part_surface,leaf_part_venation_lateral,fruit_part_color,leaf_part_lobe_shape,leaf_part_margin_margin,inflorescence_shape,part_size_length,inflorescence_size_width,flower_part_size_length,fruit_part_size_length,inflorescence_size_length,fruit_part_size_width,leaf_part_size_length,leaf_part_size_width,part_size_height,leaf_part_size_thickness,part_size_diameter
251,Betula microphylla,200006157,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006157,data/eFloras/Betulaceae_2/treatments/taxon_id_200006157.html,"['gray', 'gray-white', 'brown-gray', 'brown-yellow']",[],[],"['acute', 'obtuse']",[],['ovate'],[],['cuneate'],[],['slender'],"['surface', 'pubescent']",['ciliate'],[],"['glandular', 'pubescent']",[],[],['pubescent'],"['midrib', 'vein']",[],['oblong'],['serrate'],['oblong'],nan,7.5,7.5,2.5,1.75,1.5,4.0,2.25,6.0,nan,nan
252,Betula microphylla var. ebinurica,250075313,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250075313,data/eFloras/Betulaceae_2/treatments/taxon_id_250075313.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
253,Betula microphylla var. harasiica,250075310,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250075310,data/eFloras/Betulaceae_2/treatments/taxon_id_250075310.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
254,Betula microphylla var. latibracteata,250075309,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250075309,data/eFloras/Betulaceae_2/treatments/taxon_id_250075309.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
255,Betula microphylla var. paludosa,250075311,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250075311,data/eFloras/Betulaceae_2/treatments/taxon_id_250075311.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
256,Betula microphylla var. tumantica,250075312,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250075312,data/eFloras/Betulaceae_2/treatments/taxon_id_250075312.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
257,Betula middendorfii,200006158,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006158,data/eFloras/Betulaceae_2/treatments/taxon_id_200006158.html,"['glaucous', 'black-brown', 'brown-red']",[],[],['obtuse'],[],['ovate'],['green'],"['cuneate-orbicular', 'cuneate']",[],['obovate'],"['glandular', 'pubescent', 'glabrous']",['ciliate'],[],"['glandular', 'pubescent', 'glabrous']",['slender'],['pubescent'],['glabrous'],"['midrib', 'vein']",[],['ovate'],['doubly serrate'],"['oblong', 'pendulous']",nan,8.5,9.0,2.0,1.35,1.5,3.1,1.65,2.0,nan,nan
258,Betula ovalifolia,200006159,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006159,data/eFloras/Betulaceae_2/treatments/taxon_id_200006159.html,"['brown', 'brown-gray', 'yellow']",[],[],"['acute', 'obtuse']",[],['elliptic'],['white'],['cuneate'],[],['elliptic'],"['surface', 'glandular', 'villose', 'glabrous']",['ciliate'],[],"['glandular', 'pubescent', 'villose']",[],['pubescent'],[],"['midrib', 'vein']",[],['oblong'],['serrate'],"['oblong', 'spheric']",nan,9.5,4.0,3.0,2.25,1.5,4.583333333333333,3.0,2.0,nan,nan
259,Betula pendula,200006160,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006160,data/eFloras/Betulaceae_2/treatments/taxon_id_200006160.html,"['brown', 'gray-white']",[],[],"['acuminate-caudate', 'acuminate']","['pendulous', 'slender']",['elliptic-obovate'],[],['truncate'],[],['slender'],"['pubescent', 'glabrous']",['ciliate'],[],"['glandular', 'glabrous']",['pendulous'],[],['pubescent'],"['midrib', 'vein']",[],"['recurved', 'ovate', 'ovate-triangular']",['doubly serrate-incised'],['oblong'],nan,9.0,1.5,2.0,2.15,1.0,4.416666666666667,3.75,25.0,nan,nan
260,Betula platyphylla,200006161,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006161,data/eFloras/Betulaceae_2/treatments/taxon_id_200006161.html,"['brown', 'gray', 'gray-white']",[],[],['acute'],['pendulous'],"['oblong', 'ovate']",[],['truncate'],[],"['ovate', 'acuminate-caudate', 'acuminate', 'orbicular', 'slender']","['glandular', 'pubescent', 'glabrous']","['ciliate', 'incised-serrate']",[],"['glandular', 'glabrous']",['slender'],[],['pubescent'],"['midrib', 'vein']",[],"['recurved', 'ovate-triangular']",['serrate'],"['oblong', 'pendulous']",nan,1.0,1.75,1.75,3.5,1.25,4.583333333333334,4.75,30.0,nan,nan
261,Betula potaninii,200006162,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006162,data/eFloras/Betulaceae_2/treatments/taxon_id_200006162.html,"['brown', 'brown-gray', 'yellow', 'white']",[],[],"['acute', 'acuminate']","['pendulous', 'slender']",['obovate'],"['yellow', 'brown-yellow', 'white']",['orbicular'],"['impressed', 'vein']",['lanceolate-ovate'],"['sericeous', 'villose']",[],[],['pubescent'],[],['villose'],['pubescent'],"['midrib', 'vein']",[],"['oblong-ovate', 'ovate']",['doubly serrate'],['oblong'],nan,5.5,2.0,1.5,1.5,1.0,3.5833333333333335,1.75,5.0,nan,nan
262,Betula rhombibracteata,200006164,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006164,data/eFloras/Betulaceae_2/treatments/taxon_id_200006164.html,"['brown-purple', 'brown-yellow', 'white']",[],[],['acuminate'],[],['oblong'],[],['orbicular'],"['midrib', 'vein']",['oblong'],"['villose', 'glabrous']",[],[],"['glandular', 'villose']",[],['pubescent'],['pubescent'],"['midrib', 'vein']",[],"['triangular', 'rhomboic']","['serrate-setiform', 'mucronate-serrate']",[''],nan,8.0,1.0,4.0,10.0,2.25,5.416666666666666,5.75,7.0,nan,nan
263,Betula rotundifolia,200006165,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006165,data/eFloras/Betulaceae_2/treatments/taxon_id_200006165.html,"['yellow', 'brown-red', 'gray', 'black-gray', 'white']",[],[],[],[],['oblong'],[],"['cuneate', 'orbicular']",[],['slender'],"['surface', 'pubescent', 'glabrous']",['ciliate'],[],"['glandular', 'pubescent', 'glabrous']",[],['pubescent'],[],"['midrib', 'vein']",[],['oblong'],['serrate'],['oblong'],nan,7.0,3.5,2.5,1.95,1.8,4.375,1.4,2.0,nan,nan
264,Betula schmidtii,200006166,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006166,data/eFloras/Betulaceae_2/treatments/taxon_id_200006166.html,"['black', 'brown-purple', 'black-brown']",[],[],[],[],['ovate'],[],['orbicular'],['vein'],['ovate'],"['villose', 'glabrous']",[],[],"['glandular', 'villose']",[],['pubescent'],['pubescent'],"['midrib', 'vein']",[],['lanceolate'],['serrate'],['oblong'],nan,7.5,4.5,2.0,2.5,1.5,6.0,3.5,35.0,nan,nan
265,Betula tianschanica,200006167,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006167,data/eFloras/Betulaceae_2/treatments/taxon_id_200006167.html,"['brown', 'white-yellow', 'brown-yellow', 'brown-gray']",[],[],"['acute', 'acuminate']",[],['obovate'],[],['cuneate'],[],['ovate-rhomboic'],"['surface', 'villose', 'pubescent']",['ciliate'],[],"['glandular', 'glabrous', 'villose', 'pubescent']",['pendulous'],['pubescent'],[],"['midrib', 'vein']",[],"['oblong', 'triangular', 'recurved']",['mucronate-serrate'],['oblong'],nan,7.5,1.1,2.5,2.5,nan,5.666666666666666,3.5,12.0,nan,nan
266,Betula trichogemma,210000107,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000107,data/eFloras/Betulaceae_2/treatments/taxon_id_210000107.html,"['brown', 'gray', 'brown-gray']",[],[],"['acute', 'obtuse']",[],['orbicular'],['brown-yellow'],"['cuneate', 'orbicular']","['vein', 'impressed', 'midrib']",['elliptic-ovate'],"['villose', 'tomentose', 'pubescent']",['mucronate-serrate'],[],['tomentose'],[],[],['pubescent'],"['midrib', 'vein']",[],"['oblong-ovate', 'obovate']",['serrate'],['oblong'],nan,3.5,nan,2.25,1.4,2.0,2.75,1.15,4.0,nan,nan
267,Betula utilis,200006168,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006168,data/eFloras/Betulaceae_2/treatments/taxon_id_200006168.html,"['brown', 'brown-red']",[],[],"['acuminate-caudate', 'acuminate']",[],['obovate'],[],"['cordate', 'orbicular']",[],['ovate'],"['pubescent', 'villose']",['ciliate'],[],"['glandular', 'pubescent', 'glabrous']",[],[],[],"['midrib', 'vein']",[],"['ovate', 'lanceolate']",['mucronate-serrate'],"['oblong', 'pendulous']",nan,9.5,1.0,2.5,4.0,1.75,4.8,4.25,35.0,nan,nan
268,Betulaceae,10101,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=10101,data/eFloras/Betulaceae_2/treatments/taxon_id_10101.html,[],[],[],[],[],['straight'],[],[],"['pinnate', 'vein']",['petiolate'],[],"['doubly serrate', 'serrate', 'entire', 'lobulate']",[],[],[],[],[],[],[],[],[],['pendulous'],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
269,Carpinus,105705,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=105705,data/eFloras/Betulaceae_2/treatments/taxon_id_105705.html,[],[],['rib'],[],[],[],[],[],[],[],[],['serrate'],[],['smooth'],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
270,Carpinus chuniana,200006169,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006169,data/eFloras/Betulaceae_2/treatments/taxon_id_200006169.html,"['brown-purple', 'black-gray', 'yellow']",[],[],"['acute', 'acuminate']",[],['ovoid'],['yellow'],['cordate'],"['reticulate', 'midrib', 'vein']",['elliptic'],"['surface', 'glandular', 'villose']",[],[],['villose'],[],"['hirsute', 'pubescent']","['glandular', 'pubescent']","['midrib', 'vein']",['brown'],[],"['serrate', 'entire', 'dentate']",[],nan,2.5,2.0,4.0,8.0,3.0,6.75,4.325,10.0,nan,nan
271,Carpinus cordata,200006170,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006170,data/eFloras/Betulaceae_2/treatments/taxon_id_200006170.html,"['brown', 'gray', 'black-gray', 'brown-yellow']",[],"['reticulate', 'rib', 'vein']","['acuminate-caudate', 'acuminate']",[],['oblong'],[],['cordate'],[],['ovate'],"['glabrous', 'villose', 'tomentose', 'pubescent']",[],[],"['glabrous', 'pubescent', 'villose']",[],['pubescent'],['glabrous'],"['vein', 'midrib']",[],[],"['serrate-setiform', 'serrate']",[],nan,4.25,3.5,5.0,8.5,2.0,5.083333333333333,2.825,18.0,nan,nan
272,Carpinus cordata var. chinensis,200006171,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006171,data/eFloras/Betulaceae_2/treatments/taxon_id_200006171.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['vein', 'midrib']",[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
273,Carpinus cordata var. cordata,210000169,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000169,data/eFloras/Betulaceae_2/treatments/taxon_id_210000169.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
274,Carpinus cordata var. mollis,200006172,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006172,data/eFloras/Betulaceae_2/treatments/taxon_id_200006172.html,[],[],[],[],[],[],[],[],[],[],"['pubescent', 'tomentose']",[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
275,Carpinus dayongina,210000170,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000170,data/eFloras/Betulaceae_2/treatments/taxon_id_210000170.html,"['gray', 'purple']",[],['rib'],"['acute', 'acuminate']",[],['ovoid'],[],['cuneate'],"['reticulate', 'vein']",['lanceolate'],"['glabrous', 'villose', 'pubescent']",[],[],['glabrous'],['slender'],['pubescent'],"['villose', 'glabrous']","['midrib', 'vein']",[],[],"['serrate-setiform', 'entire', 'dentate']",[],nan,1.1,1.75,2.5,1.95,2.0,5.333333333333334,2.375,4.0,nan,nan
276,Carpinus fangiana,200006173,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006173,data/eFloras/Betulaceae_2/treatments/taxon_id_200006173.html,"['gray', 'brown-gray', 'brown-purple']",[],"['reticulate', 'rib', 'vein']",['acuminate'],[],['oblong'],[],['cordate'],['vein'],['lanceolate-ovate'],"['surface', 'villose', 'glabrous']",[],[],[],[],"['pubescent', 'villose']",['glabrous'],"['vein', 'midrib']",[],[],"['serrate-setiform', 'serrate']",[],nan,3.5,4.0,3.5,47.5,nan,8.925,3.175,20.0,nan,nan
277,Carpinus fargesiana,200006174,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006174,data/eFloras/Betulaceae_2/treatments/taxon_id_200006174.html,"['brown', 'gray']",[],['rib'],"['acute', 'acuminate']",[],['ovoid'],[],"['cordate', 'orbicular']","['reticulate', 'vein']",['slender'],['villose'],[],[],['villose'],[],['villose'],"['glandular', 'villose', 'glabrous']","['midrib', 'vein']",[],[],"['mucronate-serrate', 'lobulate-serrate', 'entire', 'dentate-serrate']",[],nan,2.75,1.25,3.0,5.5,2.5,4.8,4.625,20.0,nan,nan
278,Carpinus fargesiana var. fargesiana,210000171,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000171,data/eFloras/Betulaceae_2/treatments/taxon_id_210000171.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
279,Carpinus fargesiana var. hwai,200006175,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006175,data/eFloras/Betulaceae_2/treatments/taxon_id_200006175.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
280,Carpinus firmifolia,210000172,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000172,data/eFloras/Betulaceae_2/treatments/taxon_id_210000172.html,"['gray', 'black-gray', 'brown-yellow']",[],['rib'],"['acute', 'acuminate']",['slender'],['ovoid'],[],['cordate'],"['midrib', 'reticulate', 'impressed', 'vein']",['ovate'],"['sericeous', 'villose']",[],[],"['pilose', 'villose']",[],['villose'],"['villose', 'glabrous']","['midrib', 'vein']",[],[],"['serrate', 'entire', 'dentate']",[],nan,1.75,2.0,4.0,4.5,3.0,3.1666666666666665,3.625,10.0,nan,nan
281,Carpinus glanduloso-punctata,242001027,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242001027,data/eFloras/Betulaceae_2/treatments/taxon_id_242001027.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
282,Carpinus hebestroma,210000173,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000173,data/eFloras/Betulaceae_2/treatments/taxon_id_210000173.html,"['gray', 'brown-purple']",[],['rib'],"['obtuse', 'acuminate']",['slender'],['ovoid'],[],[],"['reticulate', 'vein']",['slender'],['pubescent'],[],[],['pubescent'],[],['pubescent'],"['glandular', 'pubescent', 'villose']","['midrib', 'vein']",[],[],"['serrate', 'dentate-incised', 'entire']",[],nan,1.5,1.75,2.5,3.25,1.5,7.416666666666666,2.35,8.0,nan,nan
283,Carpinus henryana,210000174,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000174,data/eFloras/Betulaceae_2/treatments/taxon_id_210000174.html,"['gray', 'brown-purple']",[],['rib'],"['acuminate-caudate', 'acute', 'acuminate']",[],['ovoid'],[],"['cordate', 'orbicular']","['reticulate', 'vein']",['lanceolate'],"['sericeous', 'glandular', 'villose', 'glabrous']",[],[],"['sericeous', 'villose']",[],['pubescent'],"['villose', 'glabrous']","['midrib', 'vein']",[],[],"['serrate', 'entire', 'dentate']",[],nan,2.25,2.0,4.0,6.5,3.0,3.925,2.5,18.0,nan,nan
284,Carpinus hupeana,200006177,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006177,data/eFloras/Betulaceae_2/treatments/taxon_id_200006177.html,"['gray', 'purple']",[],['rib'],"['acuminate', 'acute', 'obtuse']",[],['ovoid'],[],"['cordate', 'orbicular']","['reticulate', 'vein']",['lanceolate-ovate'],"['sericeous', 'glandular', 'villose']",[],[],['glabrous'],[],['villose'],"['villose', 'glabrous']","['midrib', 'vein']",[],[],"['entire', 'incised-serrate', 'dentate-serrate']",[],nan,2.5,1.75,5.0,8.5,4.0,3.466666666666667,5.975,18.0,nan,nan
285,Carpinus kawakamii,200006180,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006180,data/eFloras/Betulaceae_2/treatments/taxon_id_200006180.html,"['brown', 'gray']",[],[],"['acuminate-caudate', 'acuminate']",[],['ovoid'],[],['cordate'],"['reticulate', 'vein']",['lanceolate-ovate'],"['pubescent', 'villose']",['entire'],[],"['pubescent', 'glabrous']",[],['pubescent'],"['glandular', 'villose']","['midrib', 'vein']",[],[],"['doubly serrate', 'dentate']",[],nan,2.25,1.0,3.0,5.0,nan,2.5166666666666666,2.15,nan,nan,nan
286,Carpinus kweichowensis,200006181,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006181,data/eFloras/Betulaceae_2/treatments/taxon_id_200006181.html,"['gray', 'brown-gray']",[],[],"['acute', 'acuminate']",[],['ovoid'],['yellow'],[],"['vein', 'reticulate', 'midrib']",['elliptic'],"['villose', 'pubescent']",[],[],"['smooth', 'villose']",[],['villose'],"['pubescent', 'villose']","['midrib', 'vein']",[],[],"['serrate', 'entire']",[],nan,5.0,2.0,6.0,11.5,5.0,4.75,2.725,28.0,nan,nan
287,Carpinus londoniana,200006182,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006182,data/eFloras/Betulaceae_2/treatments/taxon_id_200006182.html,"['gray', 'gray-white', 'black-brown']",[],['rib'],"['obtuse', 'acuminate']",[],['ovoid'],[],['cuneate-orbicular'],"['reticulate', 'vein']","['caudate', 'oblong', 'falcate-oblong', 'elliptic-lanceolate', 'ovate', 'falcate-lanceolate', 'cordate', 'acuminate-caudate', 'acute', 'lanceolate', 'lanceolate-oblong', 'cuneate', 'orbicular']","['pubescent', 'glabrous']",['incised-serrate'],[],"['pubescent', 'villose']",[],['villose'],[],"['midrib', 'vein']",['brown'],['oblong'],"['serrate-undulate', 'mucronate-serrate', 'entire']",[],nan,nan,2.5,3.5,9.0,3.0,5.75,5.05,11.5,nan,nan
288,Carpinus londoniana var. lanceolata,200006183,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006183,data/eFloras/Betulaceae_2/treatments/taxon_id_200006183.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
289,Carpinus londoniana var. latifolia,210000175,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000175,data/eFloras/Betulaceae_2/treatments/taxon_id_210000175.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
290,Carpinus londoniana var. londoniana,210000176,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000176,data/eFloras/Betulaceae_2/treatments/taxon_id_210000176.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
291,Carpinus londoniana var. xiphobracteata,200006185,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006185,data/eFloras/Betulaceae_2/treatments/taxon_id_200006185.html,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
292,Carpinus microphylla,210000177,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000177,data/eFloras/Betulaceae_2/treatments/taxon_id_210000177.html,"['gray', 'brown-gray', 'brown-yellow']",[],['rib'],"['acute', 'acuminate']",[],['ovoid'],[],[],"['midrib', 'reticulate', 'impressed', 'vein']",['lanceolate-ovate'],"['surface', 'villose']",[],[],['villose'],[],['villose'],"['pubescent', 'villose']","['midrib', 'vein']",[],[],"['doubly serrate', 'serrate']",[],nan,1.1,1.0,2.5,2.65,2.0,1.1333333333333333,2.975,3.0,nan,nan
293,Carpinus minutiserrata,200006186,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006186,data/eFloras/Betulaceae_2/treatments/taxon_id_200006186.html,"['gray', 'brown-purple']",[],[],"['acute', 'acuminate']",[],['ovoid'],[],['cordate'],"['reticulate', 'midrib', 'vein']",['elliptic-lanceolate'],"['villose', 'glabrous']",[],[],['glabrous'],[],['pubescent'],"['glandular', 'villose', 'glabrous']","['midrib', 'vein']",[],[],"['serrate', 'entire', 'dentate']",[],nan,nan,1.5,3.0,3.5,2.0,5.483333333333333,5.625,nan,nan,nan
294,Carpinus mollicoma,200006187,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006187,data/eFloras/Betulaceae_2/treatments/taxon_id_200006187.html,"['brown', 'gray']",[],['rib'],"['acuminate-caudate', 'acuminate']",[],['ovoid'],['white'],"['cuneate-orbicular', 'orbicular']","['reticulate', 'midrib', 'vein']",['lanceolate-oblong'],"['surface', 'villose']",[],[],['villose'],[],['villose'],['villose'],"['midrib', 'vein']",[],[],"['entire', 'dentate', 'recurved-serrate-setiform']",[],nan,1.25,1.5,4.0,2.75,3.0,5.208333333333333,3.0,10.0,nan,nan
295,Carpinus monbeigiana,200006188,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006188,data/eFloras/Betulaceae_2/treatments/taxon_id_200006188.html,"['gray', 'brown-gray']",[],['rib'],"['acute', 'obtuse']",[],['ovoid'],['yellow'],['orbicular'],"['vein', 'reticulate', 'midrib']",['lanceolate-oblong'],"['glabrous', 'sericeous', 'pubescent', 'villose', 'hirsute']",[],[],['pubescent'],[],['hirsute'],"['glandular', 'pubescent', 'villose']","['midrib', 'vein']","['brown', 'orange']",[],"['mucronate-serrate-setiform', 'dentate', 'entire']",[],nan,2.25,1.75,3.5,6.5,nan,4.266666666666667,5.125,16.0,nan,nan
296,Carpinus oblongifolia,210000178,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000178,data/eFloras/Betulaceae_2/treatments/taxon_id_210000178.html,"['brown-gray', 'yellow', 'purple']",[],['rib'],"['acute', 'obtuse']",[],['ovoid'],['yellow'],"['cordate', 'orbicular']","['reticulate', 'midrib', 'vein']",['slender'],"['glandular', 'villose']",[],[],['villose'],[],['villose'],"['glandular', 'villose', 'glabrous']","['midrib', 'vein']",[],[],"['doubly serrate', 'serrate', 'entire']",[],nan,2.25,1.5,4.0,7.0,3.0,2.5833333333333335,5.0,12.0,nan,nan
297,Carpinus omeiensis,200006189,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006189,data/eFloras/Betulaceae_2/treatments/taxon_id_200006189.html,"['brown', 'gray']",[],['rib'],"['acuminate-caudate', 'acuminate']",[],['ovoid'],['yellow'],"['cuneate', 'orbicular']","['reticulate', 'vein']",['elliptic'],['villose'],[],[],[],[],['villose'],"['pubescent', 'villose']","['midrib', 'vein']",[],[],"['serrate-setiform', 'entire', 'dentate']",[],nan,1.75,2.5,4.0,7.0,3.0,5.0166666666666675,3.75,7.0,nan,nan
298,Carpinus polyneura,200006190,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006190,data/eFloras/Betulaceae_2/treatments/taxon_id_200006190.html,"['gray', 'white', 'purple']",[],['rib'],['acute'],['slender'],['ovoid'],[],['cuneate'],"['vein', 'reticulate', 'midrib']",['elliptic-lanceolate'],"['pubescent', 'villose']",[],[],['pubescent'],['slender'],['pubescent'],"['pubescent', 'villose']","['midrib', 'vein']",[],[],"['serrate-setiform', 'entire', 'dentate']",[],nan,1.5,2.0,2.5,4.5,2.0,4.883333333333334,3.5,15.0,nan,nan
299,Carpinus pubescens,200006193,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006193,data/eFloras/Betulaceae_2/treatments/taxon_id_200006193.html,"['brown', 'brown-gray']",[],['rib'],"['acute', 'obtuse', 'acuminate']",[],['ovoid'],[],['cuneate'],"['reticulate', 'vein']",['oblong'],"['villose', 'pubescent', 'glabrous']",[],[],['villose'],[],"['villose', 'glabrous']","['glandular', 'pubescent', 'villose']","['midrib', 'vein']",[],[],"['serrate', 'entire', 'dentate']",[],nan,1.75,2.5,3.5,6.0,2.5,6.25,2.75,17.0,nan,nan
300,Carpinus purpurinervis,200006195,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006195,data/eFloras/Betulaceae_2/treatments/taxon_id_200006195.html,"['gray', 'brown-purple']",[],['rib'],"['subobtuse', 'acuminate']",[],['ovoid'],['purple'],['cordate'],"['reticulate', 'vein']",['lanceolate-oblong'],"['villose', 'glabrous']",[],[],['glabrous'],[],['pubescent'],"['glandular', 'pubescent', 'villose']","['midrib', 'vein']",[],[],"['mucronate-serrate', 'dentate', 'entire']",[],nan,1.5,2.5,4.0,4.0,3.0,6.916666666666666,2.85,5.0,nan,nan
301,Carpinus putoensis,200006196,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006196,data/eFloras/Betulaceae_2/treatments/taxon_id_200006196.html,"['brown', 'brown-gray']",[],['rib'],"['acute', 'orbicular', 'obtuse', 'acuminate']",[],['ovoid'],[],"['cuneate', 'orbicular']","['reticulate', 'vein']",['elliptic'],"['pubescent', 'villose']",[],[],['villose'],[],['villose'],"['villose', 'glabrous']","['vein', 'midrib']",[],[],"['serrate-setiform', 'serrate', 'entire']",[],nan,4.5,2.25,6.0,5.5,4.0,5.966666666666667,5.375,15.0,nan,nan
302,Carpinus rankanensis,200006197,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006197,data/eFloras/Betulaceae_2/treatments/taxon_id_200006197.html,"['brown', 'gray']",[],"['reticulate', 'rib', 'vein']","['acuminate-caudate', 'acuminate']",[],"['oblong', 'ovoid']",[],['cordate'],['midrib'],['oblong'],['glabrous'],[],[],['glabrous'],[],[],[],"['vein', 'midrib']",[],[],"['serrate-setiform', 'serrate']",[],nan,nan,2.5,3.5,11.0,nan,9.333333333333332,4.5,nan,nan,nan
