,taxon,taxon_id,link,path,part_color,leaf_part_hair_surface,fruit_part_venation,leaf_part_apex_shape,part_shape,fruit_part_shape,leaf_part_color,leaf_part_base_shape,leaf_part_venation,leaf_part_shape,leaf_part_surface,leaf_part_margin,leaf_part_hair_shape,part_surface,flower_part_shape,flower_part_surface,fruit_part_surface,leaf_part_venation_lateral,fruit_part_color,leaf_part_lobe_shape,leaf_part_margin_margin,inflorescence_shape,part_size_length,inflorescence_size_width,flower_part_size_length,fruit_part_size_length,inflorescence_size_length,fruit_part_size_width,leaf_part_size_length,leaf_part_size_width,part_size_height,leaf_part_size_thickness,part_size_diameter
350,Castanopsis amabilis,210000191,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000191,data/eFloras/Fagaceae_2/treatments/taxon_id_210000191.html,,,,8,38,41,15,9,2,22,,,,,,,3,,,,15,,2.2,nan,nan,4.75,26.0,nan,5.5,2.75,20.0,1.0,nan
351,Castanopsis argyrophylla,200006228,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006228,data/eFloras/Fagaceae_2/treatments/taxon_id_200006228.html,8,,,9,33,51,15,9,9,13,,,,8,,,11,,,,15,,2.5,nan,nan,9.575,nan,nan,6.916666666666666,5.5,nan,1.25,nan
352,Castanopsis boisii,210000192,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000192,data/eFloras/Fagaceae_2/treatments/taxon_id_210000192.html,,,,0,22,41,11,12,1,17,12,,,,,,11,,,,15,,nan,nan,nan,8.883333333333335,nan,1.05,6.75,5.0,25.0,0.75,nan
353,Castanopsis calathiformis,210000193,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000193,data/eFloras/Fagaceae_2/treatments/taxon_id_210000193.html,1,,,3,,13,15,9,7,30,,,,2,,,16,,4,,1,,nan,nan,nan,5.916666666666666,15.0,4.5,7.583333333333334,7.0,7.5,1.0,nan
354,Castanopsis carlesii,200006229,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006229,data/eFloras/Fagaceae_2/treatments/taxon_id_200006229.html,,,,8,26,51,11,12,1,22,,,,2,,,,,,,15,,1.0,nan,nan,5.0,nan,nan,5.25,2.75,20.0,0.5,nan
355,Castanopsis carlesii var. carlesii,210000194,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000194,data/eFloras/Fagaceae_2/treatments/taxon_id_210000194.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
356,Castanopsis carlesii var. spinulosa,210000195,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000195,data/eFloras/Fagaceae_2/treatments/taxon_id_210000195.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
357,Castanopsis ceratacantha,200006230,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006230,data/eFloras/Fagaceae_2/treatments/taxon_id_200006230.html,,,,9,,,5,9,9,22,21,,,,13,,12,,,,,,nan,nan,nan,1.525,nan,1.6,8.083333333333334,3.5,11.5,1.25,nan
358,Castanopsis cerebrina,210000196,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000196,data/eFloras/Fagaceae_2/treatments/taxon_id_210000196.html,31,,,3,4,,11,9,2,30,11,,,,,,17,,,,1,,5.0,nan,nan,1.625,nan,1.8,7.916666666666667,4.5,nan,nan,nan
359,Castanopsis chinensis,200006231,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006231,data/eFloras/Fagaceae_2/treatments/taxon_id_200006231.html,,,,8,,48,,1,2,22,,,,,,,19,,3,,23,,nan,nan,3.0,7.300000000000001,nan,1.15,7.75,3.5,15.0,1.25,nan
360,Castanopsis choboensis,210000197,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000197,data/eFloras/Fagaceae_2/treatments/taxon_id_210000197.html,,,,9,,41,,9,2,13,,,,4,,,12,,,,9,,nan,nan,nan,10.75,nan,nan,6.5,4.0,nan,nan,nan
361,Castanopsis chunii,200006232,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006232,data/eFloras/Fagaceae_2/treatments/taxon_id_200006232.html,,,,8,,17,11,12,9,37,12,,,,13,,12,,3,,15,2,nan,nan,20.0,2.575,nan,1.85,6.583333333333334,6.5,12.5,2.5,nan
362,Castanopsis clarkei,210000198,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000198,data/eFloras/Fagaceae_2/treatments/taxon_id_210000198.html,,,,9,38,,,1,1,13,3,,,,,,,,,,,,3.5,nan,nan,1.5,20.0,nan,6.166666666666666,7.0,nan,1.5,nan
363,Castanopsis concinna,200006233,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006233,data/eFloras/Fagaceae_2/treatments/taxon_id_200006233.html,,,,9,29,,,9,1,13,11,,,,,,12,,,,15,,5.0,nan,nan,5.25,7.5,1.4,5.666666666666667,2.5,nan,3.0,nan
364,Castanopsis crassifolia,210000199,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000199,data/eFloras/Fagaceae_2/treatments/taxon_id_210000199.html,1,,,11,,22,,9,9,37,,,,9,,,12,,,,15,,3.5,nan,nan,5.366666666666666,nan,4.9,8.5,9.5,15.0,2.0,nan
365,Castanopsis damingshanensis,210000200,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000200,data/eFloras/Fagaceae_2/treatments/taxon_id_210000200.html,,,,12,26,,31,9,9,37,,,,2,,,3,,3,,15,,nan,nan,nan,1.1,nan,nan,4.416666666666667,3.25,7.0,1.5,nan
366,Castanopsis delavayi,200006234,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006234,data/eFloras/Fagaceae_2/treatments/taxon_id_200006234.html,14,,,14,26,41,16,14,2,33,,,,2,,,,,,,31,,1.5,nan,nan,6.949999999999999,nan,nan,4.866666666666666,5.0,20.0,0.75,nan
367,Castanopsis densispinosa,210000201,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000201,data/eFloras/Fagaceae_2/treatments/taxon_id_210000201.html,17,,,,,41,20,,,37,18,,,2,,,19,,3,,6,,nan,nan,nan,5.35,nan,1.0,5.958333333333334,4.75,15.0,1.5,nan
368,Castanopsis echinocarpa,210000202,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000202,data/eFloras/Fagaceae_2/treatments/taxon_id_210000202.html,1,,,8,33,51,6,1,2,13,12,,,2,,,3,,,,23,,1.5,nan,nan,4.825,nan,nan,4.333333333333334,3.75,11.0,1.0,nan
369,Castanopsis eyrei,200006236,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006236,data/eFloras/Fagaceae_2/treatments/taxon_id_200006236.html,,,,19,38,,15,19,2,22,11,,,2,,,3,,,,15,,nan,nan,nan,9.0,nan,nan,3.425,3.5,14.0,1.0,nan
370,Castanopsis fabri,200006237,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006237,data/eFloras/Fagaceae_2/treatments/taxon_id_200006237.html,,,,0,,41,5,9,1,37,12,,,9,,,3,,,,23,,nan,nan,3.0,7.566666666666666,nan,1.1,8.166666666666668,3.75,14.0,1.0,nan
371,Castanopsis fargesii,200006238,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006238,data/eFloras/Fagaceae_2/treatments/taxon_id_200006238.html,,,,0,33,51,11,14,1,30,,,,2,,,3,,,,15,,0.8,nan,nan,5.125,30.0,1.0,6.0625,3.5,20.0,1.0,nan
372,Castanopsis ferox,200006239,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006239,data/eFloras/Fagaceae_2/treatments/taxon_id_200006239.html,,,,3,33,51,,9,9,22,,,,2,,6,3,,,,15,,nan,nan,nan,5.0,20.0,1.05,5.35,3.5,15.0,1.0,nan
373,Castanopsis fissa,210000203,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000203,data/eFloras/Fagaceae_2/treatments/taxon_id_210000203.html,31,,,3,4,22,11,9,2,30,11,,,2,,,16,,8,,1,,nan,nan,nan,6.683333333333334,nan,1.35,10.875,7.0,nan,0.75,1.25
374,Castanopsis fleuryi,210000204,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000204,data/eFloras/Fagaceae_2/treatments/taxon_id_210000204.html,21,,,0,26,,,12,1,13,,,,9,,,,,,,15,,nan,nan,nan,9.5,nan,8.5,6.6625,5.0,10.0,0.5,nan
375,Castanopsis fordii,200006240,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006240,data/eFloras/Fagaceae_2/treatments/taxon_id_200006240.html,,,,3,,45,6,7,2,30,12,,,,,,12,,,,15,,nan,nan,nan,5.283333333333333,nan,1.75,5.666666666666667,5.0,nan,3.5,nan
376,Castanopsis glabrifolia,250097264,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250097264,data/eFloras/Fagaceae_2/treatments/taxon_id_250097264.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
377,Castanopsis globigemmata,210000205,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000205,data/eFloras/Fagaceae_2/treatments/taxon_id_210000205.html,1,,,0,29,,5,1,2,17,10,,,,,,12,,,,15,25,6.0,nan,nan,4.375,nan,nan,7.583333333333334,4.25,nan,3.5,nan
378,Castanopsis hainanensis,200006241,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006241,data/eFloras/Fagaceae_2/treatments/taxon_id_200006241.html,,,,9,,,15,9,2,33,,,,,,,12,,,,,,4.0,nan,nan,7.425,nan,1.8,4.050000000000001,3.75,nan,1.0,nan
379,Castanopsis hairocarpa,242001029,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242001029,data/eFloras/Fagaceae_2/treatments/taxon_id_242001029.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
380,Castanopsis hsiensiui,250097265,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250097265,data/eFloras/Fagaceae_2/treatments/taxon_id_250097265.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
381,Castanopsis hupehensis,210000206,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000206,data/eFloras/Fagaceae_2/treatments/taxon_id_210000206.html,17,,,0,15,,,9,1,22,,,,8,,,,,,,23,,2.0,nan,nan,10.5,nan,nan,6.166666666666666,2.5,15.0,1.0,nan
382,Castanopsis hystrix,200006242,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006242,data/eFloras/Fagaceae_2/treatments/taxon_id_200006242.html,11,,,8,32,48,11,14,9,22,12,,,,,,3,,,,,,nan,nan,nan,4.75,3.25,1.05,6.583333333333333,2.75,nan,2.5,nan
383,Castanopsis indica,200006243,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006243,data/eFloras/Fagaceae_2/treatments/taxon_id_200006243.html,,,,0,,48,,14,2,17,11,,,,,,5,,,,,,nan,nan,nan,7.816666666666666,40.0,nan,8.75,8.0,nan,1.0,nan
384,Castanopsis jianfenglingensis,210000207,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000207,data/eFloras/Fagaceae_2/treatments/taxon_id_210000207.html,,,,8,38,17,,9,2,17,,,5,,,,12,,,,15,,2.0,nan,nan,6.866666666666667,nan,nan,8.5,6.5,20.0,1.5,nan
385,Castanopsis jucunda,200006244,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006244,data/eFloras/Fagaceae_2/treatments/taxon_id_200006244.html,,,,3,,41,6,19,9,37,12,,,,,,3,,,,31,,nan,nan,nan,5.033333333333333,3.0,1.25,7.916666666666666,6.0,18.0,0.75,nan
386,Castanopsis kawakamii,200006245,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006245,data/eFloras/Fagaceae_2/treatments/taxon_id_200006245.html,17,,,8,33,,10,9,9,37,12,,,16,,,11,,7,,15,,6.0,nan,nan,1.35,7.5,1.85,4.416666666666666,3.5,nan,3.0,nan
387,Castanopsis kweichowensis,210000208,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000208,data/eFloras/Fagaceae_2/treatments/taxon_id_210000208.html,,,,3,33,,,9,2,30,12,,,9,,,16,,,,23,,3.0,nan,nan,3.875,17.5,nan,8.6,4.449999999999999,20.0,2.25,nan
388,Castanopsis lamontii,200006246,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006246,data/eFloras/Fagaceae_2/treatments/taxon_id_200006246.html,,,,0,38,,,12,9,13,,,,,,,12,,,,15,,2.5,nan,nan,8.7,nan,3.0,10.75,7.0,11.5,4.25,nan
389,Castanopsis ledongensis,210000209,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000209,data/eFloras/Fagaceae_2/treatments/taxon_id_210000209.html,6,4,,8,34,,10,1,2,30,,,,2,,,,,,,1,,nan,nan,nan,3.6,nan,nan,5.0,2.75,18.0,1.0,nan
390,Castanopsis longispina,210000210,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000210,data/eFloras/Fagaceae_2/treatments/taxon_id_210000210.html,11,,,0,5,17,,14,1,30,11,,5,8,,,,,,,15,,8.0,nan,nan,2.5,nan,1.0,7.216666666666667,6.5,nan,1.0,nan
391,Castanopsis longzhouica,210000211,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000211,data/eFloras/Fagaceae_2/treatments/taxon_id_210000211.html,17,,,3,13,,15,3,2,13,11,,,,,,3,,12,,6,,5.0,nan,nan,2.0,1.5,nan,5.125,nan,nan,nan,nan
392,Castanopsis megaphylla,210000212,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000212,data/eFloras/Fagaceae_2/treatments/taxon_id_210000212.html,1,,,12,38,51,11,12,2,13,,,,8,,,12,,,,15,,2.5,nan,nan,1.0,28.0,nan,19.0,13.0,nan,nan,nan
393,Castanopsis mekongensis,210000213,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000213,data/eFloras/Fagaceae_2/treatments/taxon_id_210000213.html,,,,0,,48,19,14,1,17,12,,,,,,12,,,,15,,nan,nan,nan,4.616666666666667,nan,1.75,7.583333333333334,6.5,nan,2.0,nan
394,Castanopsis nigrescens,210000214,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000214,data/eFloras/Fagaceae_2/treatments/taxon_id_210000214.html,6,,,0,38,41,15,14,9,37,11,,,15,,,12,,,,15,,4.0,nan,nan,9.375,nan,nan,4.766666666666667,4.5,11.5,4.0,nan
395,Castanopsis oblonga,210000215,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000215,data/eFloras/Fagaceae_2/treatments/taxon_id_210000215.html,1,,,0,22,,6,1,2,37,3,,,,,,11,,,,6,,3.0,nan,nan,3.3333333333333335,nan,nan,7.0,2.75,9.0,1.0,nan
396,Castanopsis oleifera,242001030,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242001030,data/eFloras/Fagaceae_2/treatments/taxon_id_242001030.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
397,Castanopsis orthacantha,200006248,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006248,data/eFloras/Fagaceae_2/treatments/taxon_id_200006248.html,,,,3,,51,5,1,9,37,12,,,,,,12,,,,27,,nan,nan,nan,4.75,nan,nan,6.625,3.75,12.5,2.75,nan
398,Castanopsis ouonbiensis,210000216,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000216,data/eFloras/Fagaceae_2/treatments/taxon_id_210000216.html,,,,3,38,,10,9,9,13,11,,,,,,3,,3,,15,,nan,nan,nan,5.233333333333333,15.0,1.2999999999999998,6.25,5.0,25.0,1.5,nan
399,Castanopsis platyacantha,200006249,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006249,data/eFloras/Fagaceae_2/treatments/taxon_id_200006249.html,,,,3,,17,10,12,2,37,12,,,2,,,12,,4,,15,,nan,nan,3.5,6.625,nan,1.7,7.175000000000001,4.5,20.0,nan,nan
400,Castanopsis qingbeiensis,242001031,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242001031,data/eFloras/Fagaceae_2/treatments/taxon_id_242001031.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
401,Castanopsis remotidenticulata,210000217,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000217,data/eFloras/Fagaceae_2/treatments/taxon_id_210000217.html,11,,,8,38,,,14,7,30,,,,2,,,11,,,,23,,3.0,nan,nan,4.233333333333333,nan,nan,5.416666666666666,3.5,25.0,1.5,nan
402,Castanopsis rockii,210000218,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000218,data/eFloras/Fagaceae_2/treatments/taxon_id_210000218.html,6,,,0,,22,,9,9,30,,,,2,,,5,,3,,15,,nan,nan,nan,3.8,nan,nan,7.666666666666666,5.5,23.5,2.5,nan
403,Castanopsis rufotomentosa,210000219,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000219,data/eFloras/Fagaceae_2/treatments/taxon_id_210000219.html,,,,12,,48,10,14,1,22,,,,,,,3,,,,15,,nan,nan,nan,10.5,nan,nan,6.550000000000001,3.0,21.5,1.0,nan
404,Castanopsis sclerophylla,200006250,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006250,data/eFloras/Fagaceae_2/treatments/taxon_id_200006250.html,,,,0,,51,16,9,9,30,,,,,,,17,,10,,27,,nan,nan,nan,5.512499999999999,15.0,nan,6.5,nan,nan,1.0,nan
405,Castanopsis subuliformis,210000220,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000220,data/eFloras/Fagaceae_2/treatments/taxon_id_210000220.html,1,,,8,33,,11,1,1,30,12,,,2,,,9,,3,,,,1.5,nan,nan,4.5,nan,1.5,6.5,4.0,25.0,1.0,nan
406,Castanopsis tcheponensis,210000221,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000221,data/eFloras/Fagaceae_2/treatments/taxon_id_210000221.html,,,,,,51,11,,9,13,3,,,,,,3,,,,,26,nan,nan,nan,1.65,15.75,1.2999999999999998,9.75,5.0,nan,1.0,nan
407,Castanopsis tessellata,210000222,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000222,data/eFloras/Fagaceae_2/treatments/taxon_id_210000222.html,,,,0,,51,11,9,9,30,10,,,,,,9,,,,15,,nan,nan,nan,7.633333333333333,nan,1.75,12.375,6.5,12.5,nan,nan
408,Castanopsis tibetana,200006251,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006251,data/eFloras/Fagaceae_2/treatments/taxon_id_200006251.html,1,,,0,33,,10,9,2,17,11,,,2,,,5,,,,,,6.0,nan,nan,1.65,15.0,2.4,8.916666666666668,7.5,nan,3.5,nan
409,Castanopsis tonkinensis,210000223,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000223,data/eFloras/Fagaceae_2/treatments/taxon_id_210000223.html,,,,3,,17,10,9,9,22,3,,,2,,,9,,3,,15,11,nan,nan,nan,4.775,20.0,nan,5.375,2.75,15.0,0.75,nan
410,Castanopsis tribuloides,200006252,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006252,data/eFloras/Fagaceae_2/treatments/taxon_id_200006252.html,6,,,3,33,,10,14,1,13,12,,,9,,,3,,,,15,,1.6,nan,nan,8.75,nan,1.3,5.916666666666666,4.25,7.5,1.0,nan
411,Castanopsis uraiana,210000224,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000224,data/eFloras/Fagaceae_2/treatments/taxon_id_210000224.html,17,,,,13,,5,3,2,17,11,,,8,,,,,,,23,,nan,nan,nan,4.9,nan,9.5,5.55,2.5,nan,nan,nan
412,Castanopsis wattii,210000225,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000225,data/eFloras/Fagaceae_2/treatments/taxon_id_210000225.html,11,,,0,,52,,12,1,37,,,,2,13,,5,,,,,,nan,nan,nan,5.375,20.0,1.25,7.3916666666666675,4.0,17.5,1.25,nan
413,Castanopsis wenchangensis,210000226,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000226,data/eFloras/Fagaceae_2/treatments/taxon_id_210000226.html,,,,3,38,51,,1,2,22,,,,,,,12,,,,,,nan,nan,nan,2.5875,5.5,nan,3.283333333333333,2.75,6.5,1.5,nan
414,Castanopsis wuzhishangensis,242001032,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242001032,data/eFloras/Fagaceae_2/treatments/taxon_id_242001032.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
415,Castanopsis xichouensis,210000227,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000227,data/eFloras/Fagaceae_2/treatments/taxon_id_210000227.html,,,,3,,,1,3,9,13,,,,2,,,11,,3,,23,,4.0,nan,nan,12.866666666666667,nan,nan,7.25,4.75,15.0,1.5,nan
416,Cyclobalanopsis,108828,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=108828,data/eFloras/Fagaceae_2/treatments/taxon_id_108828.html,,,,,16,,,,,20,,,,14,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
417,Cyclobalanopsis albicaulis,210000348,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000348,data/eFloras/Fagaceae_2/treatments/taxon_id_210000348.html,34,,,0,31,18,8,9,1,15,12,,,2,,,11,,3,,15,,2.0,nan,nan,4.0,2.5,2.5,7.625,4.5,30.0,nan,nan
418,Cyclobalanopsis annulata,210000349,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000349,data/eFloras/Fagaceae_2/treatments/taxon_id_210000349.html,8,,,8,10,41,,9,2,15,17,,,9,,,,,,,27,,1.0,nan,nan,1.35,nan,1.25,9.0,2.8,15.0,1.0,nan
419,Cyclobalanopsis argyrotricha,210000350,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000350,data/eFloras/Fagaceae_2/treatments/taxon_id_210000350.html,14,,,0,,41,20,14,2,37,19,,5,15,,,13,,10,,23,,nan,nan,nan,3.2583333333333333,nan,1.35,5.375,3.25,nan,2.0,nan
420,Cyclobalanopsis augustinii,210000351,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000351,data/eFloras/Fagaceae_2/treatments/taxon_id_210000351.html,,,,,39,10,,,,25,3,,,,,,3,,4,,3,8,nan,nan,nan,1.9416666666666667,3.5,1.075,5.125,2.5,10.0,1.0,nan
421,Cyclobalanopsis augustinii var. nigrinux,250065019,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250065019,data/eFloras/Fagaceae_2/treatments/taxon_id_250065019.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
422,Cyclobalanopsis austrocochinchinensis,210000352,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000352,data/eFloras/Fagaceae_2/treatments/taxon_id_210000352.html,6,,,0,21,3,20,9,2,15,12,,5,,,,16,,10,,6,,nan,nan,nan,1.3250000000000002,nan,1.6,7.5,4.0,15.0,2.0,nan
423,Cyclobalanopsis austroglauca,210000353,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000353,data/eFloras/Fagaceae_2/treatments/taxon_id_210000353.html,6,1,,0,23,41,,9,9,54,3,5,,2,,,16,,4,,,,nan,nan,nan,4.133333333333334,nan,1.4,6.208333333333334,4.0,10.0,1.0,nan
424,Cyclobalanopsis bella,210000354,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000354,data/eFloras/Fagaceae_2/treatments/taxon_id_210000354.html,,,,0,,,20,12,2,15,12,,,9,,,13,,7,,10,10,nan,nan,nan,2.875,1.5,2.675,4.733333333333333,2.75,30.0,1.0,nan
425,Cyclobalanopsis blakei,210000355,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000355,data/eFloras/Fagaceae_2/treatments/taxon_id_210000355.html,,,,0,,17,26,9,9,48,19,,,2,,,13,,7,,6,20,nan,nan,nan,5.25,1.5,2.375,8.083333333333334,1.75,35.0,1.0,nan
426,Cyclobalanopsis camusiae,210000356,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000356,data/eFloras/Fagaceae_2/treatments/taxon_id_210000356.html,6,,,0,,47,20,12,9,14,3,,,15,,,16,,3,,15,,nan,nan,nan,3.425,nan,2.25,7.333333333333334,4.0,15.0,3.0,nan
427,Cyclobalanopsis championii,210000357,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000357,data/eFloras/Fagaceae_2/treatments/taxon_id_210000357.html,8,,,,39,41,7,9,1,33,3,,,15,,,5,,10,,15,20,nan,nan,nan,4.416666666666667,4.0,1.2,3.95,3.0,20.0,1.0,nan
428,Cyclobalanopsis changhualingensis,250073013,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=250073013,data/eFloras/Fagaceae_2/treatments/taxon_id_250073013.html,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
429,Cyclobalanopsis chapensis,210000358,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000358,data/eFloras/Fagaceae_2/treatments/taxon_id_210000358.html,8,,,0,39,47,,9,2,15,3,,,18,,,13,,7,,6,,nan,nan,nan,5.05,nan,2.55,7.541666666666667,3.0,20.0,4.0,nan
430,Cyclobalanopsis chevalieri,210000359,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000359,data/eFloras/Fagaceae_2/treatments/taxon_id_210000359.html,34,,,8,39,41,20,9,2,13,11,,,,,,13,,3,,15,,nan,nan,nan,2.1791666666666667,nan,1.0,7.5,3.0,20.0,1.0,nan
431,Cyclobalanopsis chingsiensis,210000360,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000360,data/eFloras/Fagaceae_2/treatments/taxon_id_210000360.html,12,,,0,,,,14,9,48,3,,5,17,,,11,,,,23,,nan,nan,nan,7.0,nan,2.5,4.95,4.0,15.0,3.0,nan
432,Cyclobalanopsis chungii,210000361,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000361,data/eFloras/Fagaceae_2/treatments/taxon_id_210000361.html,6,11,,8,,47,6,9,2,13,,9,5,,,,16,,4,,27,,nan,nan,nan,4.083333333333333,1.75,1.725,4.333333333333333,2.75,15.0,2.0,nan
433,Cyclobalanopsis daimingshanensis,210000362,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000362,data/eFloras/Fagaceae_2/treatments/taxon_id_210000362.html,,,,,,18,20,9,9,16,3,9,,2,,,3,,20,,27,20,nan,nan,nan,3.466666666666667,1.0,1.25,6.0,2.25,15.0,nan,nan
434,Cyclobalanopsis delavayi,210000363,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000363,data/eFloras/Fagaceae_2/treatments/taxon_id_210000363.html,,,,0,,17,,9,9,30,,,,,,,13,,7,,10,20,nan,nan,nan,6.133333333333333,4.0,1.25,5.875,3.25,20.0,2.0,nan
435,Cyclobalanopsis delicatula,210000364,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=210000364,data/eFloras/Fagaceae_2/treatments/taxon_id_210000364.html,,,,8,,17,,9,2,48,3,6,,2,,,12,,4,,15,,nan,nan,nan,2.4375,nan,1.675,4.5,2.75,13.0,1.0,nan
