taxon,bark_size.1.length_high,bark_color,fruit_shape,infructescence_shape,leaf_color,leaf_hair_surface,peduncle_shape,nut_apex_shape,nut_surface,nutlet_surface,branch_color,petiole_venation,nut_color,bract_apex_shape,branch_surface,nutlet_shape,twig_surface,bud_shape,petiole_apex_shape,article_surface,leaf_apex_shape,bract_margin,petiole_base_shape,phyllichnia_shape,leaf_duration,petiole_color,rachis_shape,rachis_surface,bark_surface,leaf_hair_shape,leaf_margin,bract_surface,leaf_axil_venation,leaf_venation,petiole_surface,branch_shape,bract_color,petiole_shape,leaf_count_location,leaf_base_shape,twig_color,bract_shape,inflorescence_shape,peduncle_surface,nut_shape,leaf_surface,leaf_shape,bud_surface,bud_color,bract_size_width,nut_size_length,bract_size_length,leaf_size_width,fruit_size_length,nutlet_size_width,infructescence_size_width,article_size_width,inflorescence_size_width,peduncle_size_length,nutlet_size_length,leaf_size_length,nut_size_width,inflorescence_size_length,infructescence_size_length,bract_size_thickness,bud_size_length,tree_size_height,branch_size_length,nut_size_thickness,article_size_length,petiole_size_length,rachis_size_thickness,twig_size_diameter,rachis_size_length
Corylus chinensis,nan,6,,,,,,,,,9,,,,13,,,,,,19,,,,,,,,,,13,9,1,6,12,24,,13,,15,,43,,,39,7,49,,,nan,nan,1.25,9.0,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.75,nan,nan,nan
Corylus fargesii,nan,8,,,,,,,,,14,,,1,7,,,,,,4,,,,,,,,,,13,9,,15,7,21,7,,,15,,42,,,,17,29,,,nan,nan,1.25,4.0,nan,nan,nan,nan,nan,nan,nan,7.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.25,nan,nan,nan
Corylus ferox,nan,9,,,,,,,,,9,,,0,7,,,,,,5,15,,,,,,,,,28,15,1,5,5,24,,,,27,,23,,,35,17,39,,,nan,1.25,nan,6.0,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.25,nan,nan,nan
Corylus ferox var. ferox,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Corylus ferox var. thibetica,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Corylus heterophylla,nan,9,,,,,,,,,,,,11,7,,,,,,19,,,,,,,,,,13,9,,6,7,24,3,11,,15,,7,,,35,17,37,,,nan,nan,1.55,6.25,nan,nan,nan,nan,nan,nan,nan,8.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5,nan,nan,nan
Corylus heterophylla var. heterophylla,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Corylus heterophylla var. sutchuanensis,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Corylus mandshurica,nan,6,,,,,,,,,,,,,13,,,,,,14,,,,,,,,,,32,9,,15,12,24,,13,,15,,42,,,,17,49,,,nan,nan,nan,6.5,nan,nan,nan,nan,nan,nan,nan,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan
Corylus wangii,nan,,,,,,,,3,,9,,,,5,,,,,,4,13,,,,,,,,,13,14,,15,5,24,11,11,,37,,53,,9,35,17,37,,,nan,1.5,3.25,4.75,2.0,nan,nan,nan,nan,1.0,nan,7.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.5,nan,nan,nan
Corylus yunnanensis,nan,9,,,,,,,15,,4,,,,11,,,,,,4,,,,,,,,,,13,14,,15,11,24,11,13,9,15,,40,,7,35,29,46,,,nan,1.75,1.65,6.0,nan,nan,nan,nan,nan,1.0,nan,8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.5,nan,nan,nan
Ostrya,nan,,,,,,,,,,,,,,,6,,12,,,,,,,,,,,,,13,6,,,,,,,,,,48,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ostrya japonica,nan,9,,,,,,,,0,5,,,,7,12,,,,,4,,,,,,,,,,13,,1,15,7,,,,,,,48,,6,,19,49,,,9.0,nan,1.5,3.5,nan,nan,nan,nan,nan,2.25,6.0,7.75,nan,2.0,nan,nan,nan,nan,nan,nan,nan,1.25,nan,nan,nan
Ostrya multinervis,nan,6,,,,,,,,5,9,,,1,5,2,,,,,5,,,,,,,,,,33,12,1,6,5,,,,,37,,48,,4,,19,32,,,5.5,nan,1.25,3.5,3.5,2.0,nan,nan,nan,2.0,5.0,8.25,nan,4.5,nan,nan,nan,nan,nan,nan,nan,5.5,nan,nan,nan
Ostrya rehderiana,nan,9,,,,,,,,0,23,,,,2,6,,,,,5,,,,,,,,,,32,6,,15,7,21,,,,17,,14,,6,,19,21,,,7.0,nan,2.3,2.9,nan,2.5,nan,nan,nan,1.75,7.0,6.5,nan,2.5,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan
Ostrya trichocarpa,nan,6,,,19,,,,,3,9,,,1,5,9,,,,,4,,,,,7,,,,,33,6,,6,5,,,,,15,,13,,4,,19,49,,,1.25,nan,1.95,3.75,nan,2.5,nan,nan,2.0,5.0,5.5,7.75,nan,6.25,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan
Ostrya yunnanensis,nan,9,,,47,,,,,0,9,,,1,7,2,,,,,5,,,,,18,,,,,28,12,1,15,11,,,,,17,,15,,7,,17,28,,,8.0,nan,1.75,2.25,5.0,3.0,nan,nan,nan,2.0,6.0,7.5,nan,4.5,nan,nan,nan,nan,nan,nan,nan,7.5,nan,nan,nan
Ostryopsis,nan,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,13,,,,,,,,,,,,6,,,,56,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ostryopsis davidiana,nan,,,,45,,9,,,3,14,,,,2,17,,,,,8,,,,,,,,,,13,9,1,15,7,,,,,15,,,6,3,,19,49,,,nan,nan,nan,3.25,nan,4.0,nan,nan,nan,2.5,4.0,4.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.5,nan,nan,nan
Ostryopsis intermedia,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ostryopsis nobilis,nan,,,,13,,,,,3,4,,,,11,12,,,,,25,,,,,,,,,,13,14,,6,11,,4,,,15,,,6,7,,19,49,,,nan,nan,nan,nan,nan,3.0,nan,nan,nan,4.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.5,nan,nan,nan
Casuarina,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Casuarina cunninghamiana,nan,16,,,,,,,,,13,,,1,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,28,,,nan,nan,9.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.0,26.5,nan,nan,nan,nan,nan,nan
Casuarina equisetifolia,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Casuarina glauca,nan,20,,,,,,,,,13,,,1,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,12,,,,58,,,nan,nan,1.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan
Casuarinaceae,nan,,,7,,,,,,,,,,,7,,,,,,,,,,,,,,,,,2,,,,21,,,,,,,24,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Castanea,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,31,,,,75,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Castanea crenata,nan,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,32,,,,,,,,,17,,,,,,,29,,,nan,2.5,1.25,nan,nan,nan,nan,nan,nan,nan,nan,13.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5,nan,nan,nan
Castanea henryi,nan,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,9,,,,,,,,27,,,,,35,,39,,,nan,1.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.75,nan,nan,nan
Castanea mollissima,nan,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,32,9,,15,,,,,,27,,,,,,19,21,,,nan,2.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5,nan,nan,nan
Castanea seguinii,nan,,,,18,,,,,,,,,,,,,,,,4,,,,,,,,,,32,7,,,,,,,,37,,,,,,,38,,,nan,1.75,8.0,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Castanopsis,nan,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Castanopsis amabilis,nan,,,,18,,,,3,,,,,,,,,,,,14,,,,,,15,,,,17,,,6,,,,,,25,,,,,34,,28,,,nan,1.0,6.0,2.75,8.5,nan,nan,nan,nan,nan,nan,9.5,nan,26.0,nan,1.0,nan,20.0,nan,nan,nan,1.0,2.5,nan,2.5
Castanopsis argyrophylla,nan,,,,28,,,,9,,,,,,,,,,,,19,,,,,,13,4,,,17,,,15,,,,,,17,,,,,40,,18,,,nan,1.65,4.0,5.5,nan,nan,nan,nan,nan,nan,nan,15.0,nan,nan,17.5,1.25,nan,nan,nan,nan,nan,1.75,nan,nan,3.0
Castanopsis boisii,nan,,,,12,,,,9,,,,,,,,,,,,4,,,,,,5,,,,17,,,5,,,,,,17,,,,,34,19,23,,,nan,1.2999999999999998,5.875,5.0,9.0,nan,nan,nan,nan,nan,nan,13.5,1.05,nan,27.0,0.75,nan,25.0,nan,nan,nan,1.75,2.75,nan,nan
Castanopsis calathiformis,nan,,,9,13,,,,15,,0,,7,,2,,,,,,8,,,,,,,,,,42,,,6,,,,,,17,,59,,,34,,37,,,nan,1.25,1.0,7.0,4.5,nan,nan,nan,nan,nan,nan,20.0,4.5,nan,12.0,1.0,nan,5.0,nan,nan,nan,1.75,nan,nan,nan
Castanopsis carlesii,nan,,,,13,,,,,,,,,,,,,,,,14,,,,,,15,0,,,17,,,15,,,,,,25,,,,,40,,28,,,nan,nan,nan,2.75,5.0,nan,nan,nan,nan,nan,nan,8.0,nan,nan,nan,0.5,nan,20.0,nan,nan,nan,1.0,2.5,nan,1.25
Castanopsis carlesii var. carlesii,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Castanopsis carlesii var. spinulosa,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Castanopsis ceratacantha,nan,,,,,,,,10,,,,,,,,,,,,4,,,,,,,,,,,16,,15,,,1,,,17,,,,,,,28,,,nan,1.65,4.0,3.5,1.0,nan,nan,nan,nan,nan,nan,14.0,1.6,nan,nan,1.25,nan,8.0,nan,nan,nan,1.0,nan,nan,nan
Castanopsis cerebrina,nan,,,,13,,,,16,,24,,,,,,,,,,8,,,,,,,,,,42,8,,6,,3,,,,17,,,,,,,37,,,2.0,2.25,2.0,7.0,1.0,nan,nan,nan,nan,nan,nan,20.0,1.8,nan,nan,nan,nan,nan,nan,nan,nan,1.75,nan,nan,nan
Castanopsis chinensis,nan,,,36,,,,,3,,,,,,,,,,,,14,,,,,,,,,,32,,,15,,,,,,4,,,,,,,28,,,nan,1.4,9.0,3.5,9.0,nan,nan,nan,nan,nan,nan,12.5,1.15,nan,11.5,1.25,nan,10.0,nan,nan,nan,1.75,nan,nan,nan
Castanopsis choboensis,nan,,,,,,,,10,,,,,,,,,,,,14,,,,,,,2,,,8,,,5,,,,,,4,,,,,34,,18,,,nan,1.5,nan,4.0,1.0,nan,nan,nan,nan,nan,nan,11.5,nan,nan,13.0,nan,nan,nan,nan,nan,nan,1.5,nan,nan,nan
Castanopsis chunii,nan,,,,,,,,10,,,,1,,,,,,,,14,,,,,,,,,,17,9,,15,,,4,,,25,,,4,,13,,49,,,nan,2.575,5.5,6.5,nan,nan,nan,nan,nan,nan,nan,13.0,1.85,nan,nan,2.5,nan,10.0,nan,nan,nan,1.25,nan,nan,nan
Castanopsis clarkei,nan,,,,,,,4,,,,,,,,,,,,,19,,,,,,15,,,,32,2,,15,,,,,,4,,,,,,,18,,,nan,1.5,1.25,7.0,nan,nan,nan,nan,nan,nan,nan,15.0,nan,20.0,nan,1.5,nan,nan,nan,nan,nan,2.25,4.5,nan,3.75
Castanopsis concinna,nan,,,,,,,,10,,,,,,,,,,,,19,,,,,,10,,,,36,8,,5,,,,,,17,,,,,,,18,,,nan,1.0,1.5,2.5,nan,nan,nan,nan,nan,nan,nan,7.5,1.4,7.5,6.0,3.0,nan,nan,nan,nan,nan,8.0,5.0,nan,5.5
Castanopsis crassifolia,nan,,14,,,,,,10,,14,,,,,,,,,,22,,,,,,,5,,,17,,,6,,,,,,17,,,,,34,,49,,,nan,1.2,7.0,9.5,6.0,nan,nan,nan,nan,nan,nan,15.0,1.2999999999999998,nan,6.0,2.0,nan,15.0,nan,nan,nan,3.5,5.0,nan,3.5
Castanopsis damingshanensis,nan,,,,47,,,,10,,,,1,,2,,,,,,23,,,,,,9,,,,17,,,15,,,,,,17,,,,,,,49,,,nan,1.2,2.25,3.25,1.0,nan,nan,nan,nan,nan,nan,6.5,nan,nan,nan,1.5,nan,5.0,nan,nan,nan,4.5,5.0,nan,nan
Castanopsis delavayi,nan,,,,18,,,,,,,,,,2,,,,,,25,,,,,,9,0,,,32,,,6,,,,,,27,,39,,,34,,40,,,nan,1.35,4.5,5.0,7.0,nan,nan,nan,nan,nan,nan,9.0,nan,nan,12.5,0.75,nan,20.0,nan,nan,nan,1.1,2.5,nan,1.75
Castanopsis densispinosa,nan,,,,24,,,,9,,,,1,,2,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,34,27,49,,,nan,1.2,2.25,4.75,nan,nan,nan,nan,nan,nan,nan,15.5,1.0,nan,18.0,1.5,nan,15.0,nan,nan,nan,1.5,nan,nan,nan
Castanopsis echinocarpa,nan,,,,,,,1,3,,4,,,,2,,,,,,4,,,,,,13,,,,32,9,,15,,,2,,,4,,2,,,40,,18,,,nan,1.15,2.0,3.75,8.5,nan,nan,nan,nan,nan,nan,9.75,nan,nan,nan,1.0,nan,7.0,nan,nan,nan,1.25,nan,nan,1.75
Castanopsis eyrei,nan,,,,12,,,,3,,,4,,8,2,,,,0,,,,6,,,2,9,0,,,,8,,,,,6,11,,,,38,,,,,28,,,nan,7.0,1.8,3.5,9.0,nan,nan,nan,nan,nan,nan,9.0,nan,nan,nan,1.0,nan,8.0,nan,nan,nan,1.1,3.5,nan,nan
Castanopsis fabri,nan,,,12,,,,,3,,,,,2,,,,,,,4,,,,,,,,,,17,9,,6,,,1,,,17,,,,,,,49,,,nan,1.2,7.5,3.75,9.0,nan,nan,nan,nan,nan,nan,13.0,1.1,nan,12.5,1.0,nan,8.0,nan,nan,nan,1.5,nan,nan,nan
Castanopsis fargesii,nan,,,,13,,,,3,,,,,,2,,,,,,8,,,,,,13,,,,17,,,6,,,,,,17,,,,,40,,37,,,nan,1.25,5.875,3.5,9.0,nan,nan,nan,nan,nan,nan,11.0,1.0,nan,nan,1.0,nan,10.0,nan,nan,nan,1.5,2.25,nan,1.1
Castanopsis ferox,nan,,,,,,,,3,,,,,,2,,,,,,8,,,,,,13,0,,,17,,,5,,,,,,17,,,,,40,,28,,,nan,1.0,4.2,3.5,9.0,nan,nan,nan,nan,nan,nan,12.0,1.05,20.0,nan,1.0,nan,10.0,nan,nan,nan,1.0,nan,nan,nan
Castanopsis fissa,nan,,,,13,,,,15,,24,,7,,,,,,,,8,,,,,,,0,,,42,,,15,,3,,,,17,,59,,,17,18,37,,,nan,1.55,nan,7.0,5.5,nan,nan,nan,nan,nan,nan,20.0,1.35,nan,13.0,0.75,nan,nan,nan,nan,nan,1.75,nan,nan,nan
Castanopsis fleuryi,nan,,,,,,,,,,,,,,2,,,,,,4,,,,,,5,5,,,17,,,6,,,,,,27,,2,,,,,18,,,nan,10.0,5.5,5.0,7.0,nan,nan,nan,nan,nan,nan,14.5,8.5,nan,11.5,0.5,nan,nan,nan,nan,nan,1.15,3.0,nan,nan
Castanopsis fordii,nan,,,29,18,,,,10,,,,,,,,,,10,,8,,,,,,,,,,17,9,,5,,,,,,15,,,,,,,37,,,nan,3.425,1.5,5.0,nan,nan,nan,nan,nan,nan,nan,13.5,1.75,nan,9.0,3.5,nan,nan,nan,nan,nan,2.0,nan,nan,nan
Castanopsis glabrifolia,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Castanopsis globigemmata,nan,,,,6,,,,10,,1,,,,,,,,,,14,,,,,,10,,,,17,,,15,,,,,,4,,,29,,,17,23,,,nan,2.75,1.25,4.25,nan,nan,nan,nan,nan,nan,nan,12.5,nan,nan,6.0,3.5,nan,nan,nan,nan,nan,9.0,nan,nan,6.5
Castanopsis hainanensis,nan,,,,18,,,,10,,,,,,,,,,,,25,,,,,,,,,,32,,,15,,,,,,17,,,,,,,40,,,nan,1.35,1.5,3.75,nan,nan,nan,nan,nan,nan,nan,8.5,1.8,nan,13.5,1.0,nan,nan,nan,nan,nan,1.4,5.5,nan,4.5
Castanopsis hairocarpa,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Castanopsis hsiensiui,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Castanopsis hupehensis,nan,,,,,,,,,,,,,,,,,,,,14,,,,,,5,4,,,17,,,5,,,,,,25,,,,,,,28,,,nan,nan,5.0,2.5,10.5,nan,nan,nan,nan,nan,nan,8.5,nan,nan,nan,1.0,nan,10.0,nan,nan,nan,5.0,2.25,nan,2.1
Castanopsis hystrix,nan,,,36,12,,,,3,,,,,,,,,,,,19,,,,,,,,,,,8,,15,,,,,,4,,,,,,19,28,,,nan,1.25,8.0,2.75,nan,nan,nan,nan,nan,nan,nan,6.5,1.05,nan,15.0,2.5,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Castanopsis indica,nan,,,36,,,,,5,,,,,,,,,,,,4,,,,,,,,,,32,,,6,,,,,,27,,54,,,,18,23,,,nan,2.475,1.5,8.0,nan,nan,nan,nan,nan,nan,nan,14.5,nan,40.0,18.5,1.0,nan,nan,nan,nan,nan,7.5,nan,nan,nan
Castanopsis jianfenglingensis,nan,,,,,,,,10,,,,,,,,,,,,14,,,,,,15,,,6,17,,,5,,,,,,17,,,,,13,,23,,,nan,1.6,4.5,6.5,9.0,nan,nan,nan,nan,nan,nan,18.0,nan,nan,10.0,1.5,nan,20.0,nan,nan,nan,3.0,2.5,nan,2.5
Castanopsis jucunda,nan,,,37,,,,,3,,,,,,,,,,,,4,,,,,,,,,,42,9,,6,,,2,,,17,,,,,34,,49,,,nan,1.5,8.0,6.0,1.1,nan,nan,nan,nan,nan,nan,14.0,1.25,nan,12.5,0.75,nan,10.0,nan,nan,nan,1.75,nan,nan,nan
Castanopsis kawakamii,nan,,,,12,,,,9,,10,,5,,2,,,,,,14,,,,,,13,8,,,17,2,,11,,,,,,17,,6,,,,,49,,,nan,1.35,2.5,3.5,nan,nan,nan,nan,nan,nan,nan,9.0,1.85,7.5,nan,3.0,nan,nan,nan,nan,nan,1.75,nan,nan,7.0
Castanopsis kweichowensis,nan,,,,,,,,15,,,,,,,,,,,,8,,,,,,13,5,,,32,9,,6,,,,,,17,,,,,,,37,,,1.9000000000000001,6.5,1.8,7.0,1.25,nan,nan,nan,nan,nan,nan,23.0,nan,17.5,nan,2.25,nan,20.0,nan,nan,nan,1.0,9.5,nan,3.25
Castanopsis lamontii,nan,,,,,,,,10,,,,,,,,,,,,4,,,,,,13,,,,17,,,6,,,,,,27,,,,,,,18,,,nan,2.4,1.5,7.0,nan,nan,nan,nan,nan,nan,nan,21.0,3.0,nan,15.0,4.25,nan,8.0,nan,nan,nan,2.25,nan,nan,4.25
Castanopsis ledongensis,nan,,,,12,5,,,,,4,,,,,,,,,,14,,,,,,15,0,,,2,,,15,,,,,,4,,2,,,,,37,,,nan,1.1,4.0,2.75,1.0,nan,nan,nan,nan,nan,nan,7.0,nan,nan,16.0,1.0,nan,18.0,nan,nan,nan,1.0,1.75,nan,2.0
Castanopsis longispina,nan,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,6,17,8,,5,,,,,,27,,,,,13,,37,,,nan,2.5,1.4,6.5,nan,nan,nan,nan,nan,nan,nan,19.0,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,1.25,4.5,nan,8.0
Castanopsis longzhouica,nan,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,2,8,,15,,,6,,,11,,15,,,,,18,,,nan,1.25,nan,nan,4.0,nan,nan,nan,nan,nan,nan,9.0,nan,1.5,nan,nan,nan,nan,nan,nan,nan,1.25,nan,nan,nan
Castanopsis megaphylla,nan,,,,,,,,10,,1,,,,,,,,,,19,,,,,,15,4,,,17,,,5,,,4,,,17,,,,,40,,18,,,nan,1.0,nan,13.0,nan,nan,nan,nan,nan,nan,nan,35.5,nan,28.0,nan,nan,nan,nan,nan,nan,nan,2.5,7.0,nan,2.5
Castanopsis mekongensis,nan,,,36,23,,,,10,,,,,,,,,,,,4,,,,,,,,,,17,9,,6,,,,,,27,,,,,,18,23,,,nan,3.4749999999999996,1.25,6.5,nan,nan,nan,nan,nan,nan,nan,20.0,1.75,nan,10.0,2.0,nan,nan,nan,nan,nan,1.5,nan,nan,nan
Castanopsis nigrescens,nan,,,,18,,,1,10,,1,,,,,,,,,,4,,,,,,15,7,,,17,8,,15,,,6,,,27,,,,,34,,49,,,nan,2.5,1.3,4.5,nan,nan,nan,nan,nan,nan,nan,11.5,nan,nan,10.0,4.0,nan,8.0,nan,nan,nan,1.5,6.0,nan,4.25
Castanopsis oblonga,nan,,,,8,,,,9,,1,,,,,,,,,,4,,,,,,8,,,,17,8,,5,,,4,,,4,,,,,,,49,,,nan,1.4,5.5,2.75,1.1,nan,nan,nan,nan,nan,nan,7.5,nan,nan,7.5,1.0,nan,8.0,nan,nan,nan,8.0,3.0,nan,3.0
Castanopsis oleifera,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Castanopsis orthacantha,nan,,,25,,,,,10,,,,,,,,,,,,8,,,,,,,,,,17,9,,15,,,1,,,38,,,,,,,49,,,nan,1.25,4.25,3.75,nan,nan,nan,nan,nan,nan,nan,10.5,nan,nan,15.0,2.75,nan,10.0,nan,nan,nan,1.0,nan,nan,nan
Castanopsis ouonbiensis,nan,,,,12,,,,3,,,,,,,,,,,,8,,,,,,12,,,,17,8,,6,,,,,,27,,,,,,18,18,,,nan,1.6,4.375,5.0,1.1,nan,nan,nan,nan,nan,nan,14.0,1.2999999999999998,15.0,13.0,1.5,nan,25.0,nan,nan,nan,2.25,nan,nan,nan
Castanopsis platyacantha,nan,,,37,12,,,,10,,,,1,,2,,,,,,8,,,,,,,,,,32,9,,5,,,2,,,17,,,,,,,49,,,nan,1.75,3.0,4.5,nan,nan,nan,nan,nan,nan,nan,14.0,1.7,nan,11.5,nan,nan,20.0,nan,1.75,nan,1.15,nan,nan,nan
Castanopsis qingbeiensis,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Castanopsis remotidenticulata,nan,,,,,,,,9,,9,,,,2,,,,,,14,,,,,,15,,,,32,,,12,,,,,,17,,,,,,,37,,,nan,2.1,4.5,3.5,2.1,nan,nan,nan,nan,nan,nan,9.0,nan,nan,8.5,1.5,nan,25.0,nan,nan,nan,1.0,4.5,nan,3.25
Castanopsis rockii,nan,,14,,,,,,5,,24,,,,2,,,,,,4,,,,,,,4,,,17,,,15,,,,,,25,,,,,,,37,,,nan,1.2,1.25,5.5,4.5,nan,nan,nan,nan,nan,nan,20.0,nan,nan,nan,2.5,nan,20.0,nan,nan,nan,1.75,nan,nan,nan
Castanopsis rufotomentosa,nan,,,,12,,,,3,,,,,,,,,,,,23,,,,,,,,,,17,,,6,,,3,,,4,,50,,,38,,28,,,nan,1.0,3.0999999999999996,3.0,9.0,nan,nan,nan,nan,nan,nan,15.0,nan,nan,11.5,1.0,nan,18.0,nan,nan,nan,5.0,nan,nan,nan
Castanopsis sclerophylla,nan,,,36,20,,,7,16,,,,9,,,,,,,,4,,,,,,,,,,36,,,6,,,,,,17,,,,,40,,37,,,nan,1.275,nan,nan,8.0,nan,nan,nan,nan,nan,nan,11.0,nan,15.0,11.5,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan
