taxon,bark_size.1.length_high,bark_color,fruit_shape,infructescence_shape,leaf_color,leaf_hair_surface,peduncle_shape,nut_apex_shape,nut_surface,nutlet_surface,branch_color,petiole_venation,nut_color,bract_apex_shape,branch_surface,nutlet_shape,twig_surface,bud_shape,petiole_apex_shape,article_surface,leaf_apex_shape,bract_margin,petiole_base_shape,phyllichnia_shape,leaf_duration,petiole_color,rachis_shape,rachis_surface,bark_surface,leaf_hair_shape,leaf_margin,bract_surface,leaf_axil_venation,leaf_venation,petiole_surface,branch_shape,bract_color,petiole_shape,leaf_count_location,leaf_base_shape,twig_color,bract_shape,inflorescence_shape,peduncle_surface,nut_shape,leaf_surface,leaf_shape,bud_surface,bud_color,bract_size_width,nut_size_length,bract_size_length,leaf_size_width,fruit_size_length,nutlet_size_width,infructescence_size_width,article_size_width,inflorescence_size_width,peduncle_size_length,nutlet_size_length,leaf_size_length,nut_size_width,inflorescence_size_length,infructescence_size_length,bract_size_thickness,bud_size_length,tree_size_height,branch_size_length,nut_size_thickness,article_size_length,petiole_size_length,rachis_size_thickness,twig_size_diameter,rachis_size_length
Cyclobalanopsis morii,nan,,,,,,,9,3,,,,1,6,2,,,,,,14,4,,,,,3,0,,,32,,,15,1,,,,,25,,,,,34,7,37,,,nan,1.7999999999999998,1.0,3.25,1.0,nan,nan,nan,nan,nan,nan,8.0,1.575,nan,2.5,1.0,nan,nan,nan,nan,nan,2.25,nan,nan,nan
Cyclobalanopsis motuoensis,nan,,8,,,,,,3,,,,,,,,,,,,14,9,,,,,,,,,17,,,15,1,25,,,,27,,,,,9,7,37,,,nan,1.6,4.0,3.5,1.2,nan,nan,nan,nan,nan,nan,5.75,1.15,nan,nan,nan,nan,nan,nan,nan,nan,1.75,nan,nan,nan
Cyclobalanopsis multinervis,nan,,,9,19,,,,12,,,,18,,,,,,,,8,,,,,,,,,,32,,,6,,25,,,,17,,,,,27,,21,,,nan,4.9,4.0,4.0,1.5,nan,nan,nan,nan,nan,nan,11.5,1.25,nan,1.5,1.0,nan,nan,nan,nan,nan,1.85,nan,nan,nan
Cyclobalanopsis myrsinifolia,nan,,,,18,,,9,3,,,,18,,2,,,,,,14,11,,,,,,,,,36,,,15,1,,,,,17,,,10,,34,7,49,,,nan,4.225,nan,2.9,6.0,nan,nan,nan,nan,nan,nan,8.5,1.325,2.25,nan,1.0,nan,nan,nan,nan,nan,1.75,nan,nan,nan
Cyclobalanopsis neglecta,nan,,,9,45,,,,15,,5,,2,,9,,,,,,25,9,,,,,,7,,,17,,,15,1,,,,,17,,,,,13,7,28,,,nan,4.75,nan,1.15,6.0,nan,nan,nan,nan,nan,nan,7.0,1.35,7.5,7.5,1.0,nan,nan,nan,nan,nan,3.5,nan,nan,nan
Cyclobalanopsis ningangensis,nan,,,,18,,,,3,,14,,,,4,,,,,,4,,,,,,,,,6,32,,,15,11,,,,,17,,,,,14,,21,,,1.0,1.75,5.0,3.0,nan,nan,nan,nan,nan,nan,nan,9.75,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,2.25,nan,nan,nan
Cyclobalanopsis obovatifolia,nan,,,,24,,,,3,,,,2,,,,,,,,8,4,,,,,,,,6,17,,,6,3,,,,,17,,,,,40,,40,,,nan,4.7,nan,2.0,6.5,nan,nan,nan,nan,nan,nan,4.25,1.525,nan,1.5,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan
Cyclobalanopsis oxyodon,nan,,,,24,,,,12,,,,18,,11,,,,,,14,4,,,,,,,,,32,,,5,,,,,,17,,,10,,34,,18,,,nan,1.8,8.0,5.5,4.0,nan,nan,nan,nan,nan,nan,17.0,1.45,3.5,nan,1.0,nan,nan,nan,nan,nan,3.25,nan,nan,nan
Cyclobalanopsis pachyloma,nan,,,,35,,,9,15,,8,,,,11,,,,,,4,4,,,,,,,,,32,,,6,,,,,,17,,,5,,29,12,40,,,nan,1.95,6.0,3.5,2.5,nan,nan,nan,nan,nan,nan,10.5,2.25,2.25,nan,1.5,nan,nan,nan,nan,nan,1.75,nan,nan,nan
Cyclobalanopsis patelliformis,nan,,,,24,,,,12,,5,,5,,2,,,,,,4,11,,,,,,,,6,32,,,15,,3,,,,17,,,,,,,18,,,nan,2.375,1.75,4.25,4.0,nan,nan,nan,nan,nan,nan,8.5,2.65,2.5,nan,3.0,nan,nan,nan,nan,nan,3.25,nan,nan,nan
Cyclobalanopsis pentacycla,nan,,,,24,,,,15,,5,,7,,2,,,,,,4,4,,,,,,,,2,36,,,6,1,,,14,,25,,,,,25,7,23,,,nan,3.85,7.0,5.0,2.5,nan,nan,nan,nan,nan,nan,12.0,1.2,nan,nan,1.0,nan,nan,nan,nan,nan,1.75,nan,nan,nan
Cyclobalanopsis phanera,nan,,,,24,,,,15,,,,1,,11,,,,,,,4,,,,,11,,,,32,,,15,,,,,,25,,,,,0,7,21,,,nan,2.375,9.0,4.0,3.0,nan,nan,nan,nan,nan,nan,10.0,2.2,5.0,1.0,2.5,nan,nan,nan,nan,nan,1.4,nan,nan,nan
Cyclobalanopsis poilanei,nan,,,,,,,,12,,8,,5,,11,,,,,,14,1,,,,,,,,,36,,,15,11,,,,,27,,,22,,16,29,18,,,nan,3.375,nan,4.5,6.0,nan,nan,nan,nan,nan,nan,6.0,1.525,1.5,nan,1.8,nan,nan,nan,nan,nan,1.25,nan,nan,nan
Cyclobalanopsis rex,nan,,,,6,,,9,15,,4,,13,,11,,,,,,4,11,,,,2,,,,,32,,,6,11,,,,,17,,,,,37,29,40,,,nan,2.325,nan,7.5,2.25,nan,nan,nan,nan,nan,nan,17.5,4.25,nan,nan,4.0,nan,nan,nan,nan,nan,2.5,nan,nan,nan
Cyclobalanopsis saravanensis,nan,,,,19,,,,15,,,,15,,2,,,,,,14,11,,,,,,,,,17,,,15,,21,,,,17,,,,,13,7,23,,,nan,1.75,8.0,3.5,nan,nan,nan,nan,nan,nan,nan,12.0,1.875,nan,nan,1.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cyclobalanopsis semiserrata,nan,,,,,,,9,7,,,,1,,11,,,,,,23,8,,,,,,,,,17,,,15,1,,,,,17,,,,,14,7,39,,,nan,3.175,1.5,5.0,nan,nan,nan,nan,nan,nan,nan,19.0,2.35,nan,nan,nan,nan,nan,nan,nan,nan,1.5,nan,nan,nan
Cyclobalanopsis sessilifolia,nan,,,,,,,,15,,12,,2,,,,,,,,4,8,,,,,,,,,32,,,15,1,,,,,17,,,10,,9,7,21,,,nan,1.65,nan,2.75,6.0,nan,nan,nan,nan,nan,nan,11.0,1.15,1.5,nan,1.0,nan,nan,nan,nan,nan,7.5,nan,nan,nan
Cyclobalanopsis sichourensis,nan,,,,24,,,,12,,,,5,,4,,,,,,8,4,,,,2,,,,,32,,1,6,11,25,,,,27,,,,,9,17,37,,,nan,2.25,nan,7.0,nan,nan,nan,nan,nan,nan,nan,16.5,3.875,nan,nan,1.5,nan,nan,nan,nan,nan,3.0,nan,nan,nan
Cyclobalanopsis stenophylloides,nan,,,,24,,,,3,,14,,12,,2,,,,,,4,4,,,,,,,,,,,,15,1,21,,,,4,,,10,,13,,21,,,nan,1.55,5.0,2.5,nan,nan,nan,nan,nan,nan,nan,9.5,1.35,2.25,nan,1.0,nan,nan,nan,nan,nan,1.75,nan,nan,nan
Cyclobalanopsis stewardiana,nan,,,,24,,,,7,,,,18,,2,,,,,,14,4,,,,,,,,,32,,,6,1,,,,,17,,,,,34,21,20,,,nan,1.15,5.0,3.0,2.0,nan,nan,nan,nan,nan,nan,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.25,nan,nan,nan
Cyclobalanopsis subhinoidea,nan,,,,19,,,,9,,11,,14,,,,,,,,14,,,,,,,,,,32,,,6,11,,,,,17,,,,,9,7,37,,,3.0,1.25,1.25,3.25,1.8,nan,nan,nan,nan,nan,nan,9.5,2.75,nan,nan,nan,nan,nan,nan,nan,nan,1.75,nan,nan,nan
Cyclobalanopsis tenuicupula,nan,,27,,16,,,,,,26,,12,,2,,,,,,14,8,,,,0,,,,,32,,,8,1,25,,,,17,,,,,,7,37,,,nan,2.25,nan,7.5,2.125,nan,nan,nan,nan,nan,nan,17.5,2.75,4.0,10.0,1.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan
Cyclobalanopsis thorelii,nan,,,,24,,,,15,,,,1,,,,,,,,14,,,,,,,,,,17,,,6,3,25,,,,17,,,,,37,29,49,,,3.0,1.125,1.75,5.25,2.0,nan,nan,nan,nan,nan,nan,14.5,2.75,nan,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan
Cyclobalanopsis tiaoloshanica,nan,,,,6,,,,9,,4,,2,,,,,,,,8,8,,,,2,,,,,2,,,15,,3,,,,17,,,10,,13,5,37,,,nan,1.9000000000000001,nan,2.1,7.5,nan,nan,nan,nan,nan,nan,7.0,1.5,10.0,nan,1.0,nan,nan,nan,nan,nan,7.0,nan,nan,nan
Cyclobalanopsis tomentosinervis,nan,,,,8,,,,3,,,,5,,13,,,,,,14,11,,,,,11,9,,,36,,,6,,25,,14,,17,,,,,16,7,49,,,nan,1.6,nan,4.0,6.5,nan,nan,nan,nan,nan,nan,11.0,1.4,6.0,nan,1.0,nan,nan,nan,nan,nan,2.75,nan,nan,8.0
Cyclobalanopsis xanthotricha,nan,,,19,24,9,,,12,,23,,1,,,,,,,,4,8,,,,,,,,,36,,,15,6,25,,,,17,,,,,34,,18,,,nan,3.05,5.0,2.25,nan,nan,nan,nan,nan,nan,nan,6.5,4.425,nan,3.5,1.0,nan,nan,nan,nan,nan,7.5,nan,nan,nan
Cyclobalanopsis yin-qianii,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cyclobalanopsis yingjiangensis,nan,,,,24,,,,,,23,,,,,,,,,,4,,,,,,,,,6,32,,,,,25,,11,,25,,,,,34,,32,,,nan,2.0,nan,3.5,nan,nan,nan,nan,nan,nan,nan,10.5,3.0,nan,nan,nan,nan,nan,nan,2.0,nan,1.25,nan,nan,nan
Cyclobalanopsis yonganensis,nan,,,14,14,,,,,,9,,,,,,,,,,4,8,,,,,,,,,36,14,,6,,,4,,,14,,,,,31,7,28,,,1.6,1.5,0.8999999999999999,5.0,nan,nan,nan,nan,nan,nan,nan,15.5,1.6,nan,8.5,nan,nan,nan,nan,nan,nan,3.25,nan,nan,nan
Fagaceae,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fagus,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,15,,,20,,,34,,,,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fagus engleriana,nan,,,,,10,,,,,,,,,,,,,,,4,,,,,,,,,,38,2,,6,1,,9,,,37,,20,,,,,49,,,nan,nan,1.65,nan,nan,nan,nan,nan,nan,4.5,nan,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Fagus hayatae,nan,,,,1,3,,,,,,,,,,,,,,,4,,,,,,,,,,,7,1,15,,,,,,17,,30,,4,,22,53,,,nan,2.0,8.5,nan,nan,nan,nan,nan,nan,1.25,nan,5.0,nan,nan,nan,nan,1.5,nan,nan,nan,nan,nan,nan,nan,nan
Fagus hayatae subsp. pashanica,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fagus longipetiolata,nan,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,32,9,,15,,,,,,17,,30,,,,19,49,,,nan,7.0,2.25,nan,nan,nan,nan,nan,nan,5.5,nan,12.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.25,nan,nan,nan
Fagus lucida,nan,,,,24,,,,,,,,,,,,,,,,4,,,,,,,,,,38,,,6,,,,,,17,,33,,1,,22,49,,,nan,1.5,1.25,nan,nan,nan,nan,nan,nan,1.0,nan,8.0,nan,nan,nan,nan,1.5,nan,nan,nan,nan,1.3,nan,nan,nan
Formanodendron,nan,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Formanodendron doichangensis,nan,,,,,,,,,,4,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.5,nan,nan,nan
Lithocarpus,nan,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lithocarpus amoenus,nan,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,17,8,,15,,25,6,,,17,,22,,,9,,18,,,nan,2.075,4.5,6.0,nan,nan,nan,nan,nan,nan,nan,15.0,1.8,nan,nan,1.0,nan,10.0,nan,nan,nan,2.5,nan,nan,nan
Lithocarpus amygdalifolius,nan,,,,,,,,9,,,,,,,,,,,,8,,,,,,15,5,,,17,,,6,,,,,,17,,59,,,40,,28,,,nan,1.9666666666666666,nan,4.875,nan,nan,nan,nan,nan,nan,nan,14.5,nan,nan,4.0,nan,nan,nan,nan,1.5,nan,1.5,3.0,nan,nan
Lithocarpus apricus,nan,,,,12,,,,3,,14,,,,6,,,,,,14,,,,,,3,,,,17,,,5,,,10,,,4,,59,,,38,,49,,,nan,1.2166666666666668,nan,4.75,nan,nan,nan,nan,nan,nan,nan,11.5,1.8,nan,nan,nan,nan,2.0,nan,2.625,nan,2.0,9.0,nan,8.5
Lithocarpus arcaula,nan,,,,,,,,3,,9,,18,,,,,,,,4,,,,,,,5,,,17,,,15,,,,,,,,59,,,8,,23,,,1.75,1.7,6.5,6.5,9.0,nan,nan,nan,nan,nan,nan,15.0,1.75,32.5,30.0,nan,nan,nan,nan,nan,nan,1.5,nan,nan,nan
Lithocarpus areca,nan,,,,,11,,,3,,14,0,,,2,,,,,,,,,,,,4,,,,,,,,,,,2,,,,30,,,13,,35,,,nan,5.25,3.0,4.5,1.15,nan,nan,nan,nan,nan,nan,19.0,2.75,7.0,nan,nan,nan,10.0,nan,1.5,nan,1.0,5.0,nan,1.7000000000000002
Lithocarpus attenuatus,nan,,4,,14,,,8,,,26,4,18,,,,,,0,,,,4,,,,16,,,,,,,,1,,,11,,,,59,,,40,,23,,,nan,2.75,9.5,3.0,1.25,nan,nan,nan,nan,nan,nan,10.0,2.525,11.0,nan,nan,nan,10.0,nan,nan,nan,2.25,nan,nan,nan
Lithocarpus bacgiangensis,nan,,,,,,,9,,,,,,,2,,,,,,4,,,,,,11,6,,,17,10,,15,,,,,,17,,59,,,8,7,18,,,nan,1.5,nan,4.5,1.0,nan,nan,nan,nan,nan,nan,12.5,1.85,nan,13.0,nan,nan,10.0,nan,nan,nan,1.0,7.0,nan,0.75
Lithocarpus balansae,nan,,,,,,,,,,19,3,,,,,,,0,,,,4,,,,8,5,,,,,,,10,,,,,,,,,,40,,37,,,nan,3.625,nan,9.0,nan,nan,nan,nan,nan,nan,nan,24.0,4.0,nan,15.0,nan,nan,nan,nan,1.75,nan,2.0,nan,nan,nan
Lithocarpus bonnetii,nan,,,,,,,,,,,,,,11,,,,,,8,,,,,,,7,,,17,8,,5,,0,,,,,,30,,,8,29,35,,,nan,1.1,2.5,7.5,8.5,nan,nan,nan,nan,nan,nan,19.5,1.6,nan,9.5,nan,nan,nan,nan,0.75,nan,1.75,nan,nan,nan
Lithocarpus brachystachyus,nan,,10,,6,,,,3,,0,,,,2,,,,,,8,,,,,,12,6,,,17,,,,,,,,,,,59,,,38,7,49,,,nan,1.2,nan,2.0,6.0,nan,nan,nan,nan,nan,nan,5.0,1.4,5.0,nan,nan,nan,3.0,nan,nan,nan,1.0,1.5,nan,nan
Lithocarpus brevicaudatus,nan,,,,,,,,9,,9,,18,,,,,,,,8,,,,,,,4,,,17,,,11,,25,,,,17,,59,,,8,,49,,,nan,1.425,nan,5.25,nan,nan,nan,nan,nan,nan,nan,10.5,nan,9.0,nan,nan,nan,10.0,nan,nan,nan,2.5,nan,nan,nan
Lithocarpus calolepis,nan,,,,,,,9,,,9,,,,,,,,,,4,,,,,,,4,,,17,,,15,,25,,,,17,,47,,,8,,28,,,2.15,1.75,1.0,3.75,1.35,nan,nan,nan,nan,nan,nan,11.5,2.25,12.0,nan,nan,nan,15.0,nan,1.25,nan,1.75,8.0,nan,nan
Lithocarpus calophyllus,nan,,,,14,,,2,,,0,,18,,6,,,,,,4,,,,,,3,,,,,,,15,,,,,,14,,,,,8,7,18,,,nan,1.75,nan,6.5,1.2,nan,nan,nan,nan,nan,nan,11.5,2.2,20.0,nan,nan,nan,nan,nan,nan,nan,3.75,5.5,nan,0.75
Lithocarpus carolineae,nan,,,,6,,,2,,,4,,1,,,,,,,,14,,,,,,,,,6,32,,1,15,,25,,,,17,,59,,,38,,37,,,nan,1.975,nan,5.0,2.75,nan,nan,nan,nan,nan,nan,15.5,3.875,nan,nan,nan,nan,nan,nan,nan,nan,1.75,nan,nan,nan
Lithocarpus caudatilimbus,nan,,,,,,,,3,,,1,,,,,,,2,,,,4,,,,,,,,,,,,1,25,,0,,,,59,,,38,,49,,,nan,1.6,nan,5.5,1.2999999999999998,nan,nan,nan,nan,nan,nan,10.5,2.05,nan,7.5,nan,nan,15.0,nan,1.0,nan,3.5,4.0,nan,nan
Lithocarpus chifui,nan,,,,,,,,,,4,4,,,,,,,0,,,,1,,,,,6,,,,,,,,25,,11,,,,,,,9,,18,,,nan,2.325,nan,9.0,nan,nan,nan,nan,nan,nan,nan,22.5,nan,14.0,17.0,nan,nan,nan,nan,2.0,nan,2.15,nan,nan,nan
Lithocarpus chiungchungensis,nan,,,,,,,,3,,,1,,,,,,,1,,,,4,,,,13,,,,,,,,5,,,,,,,59,,,8,19,40,,,nan,1.35,nan,3.5,nan,nan,nan,nan,nan,nan,nan,10.5,1.5,nan,12.0,nan,nan,5.0,nan,1.0,nan,1.0,7.0,nan,nan
Lithocarpus chrysocomus,nan,,,37,12,,,,,,,,,10,,,,,,,4,,,,,,,,,,17,,,15,,,,,,17,,59,,,40,7,49,,,nan,2.0,nan,4.0,nan,nan,nan,nan,nan,nan,nan,11.5,1.6,nan,5.0,nan,nan,nan,nan,1.25,nan,1.5,nan,nan,nan
Lithocarpus cinereus,nan,,,,8,,,,,,,,,,2,,,,,,29,,,,,,,,,,17,,,5,,25,,,,17,,59,,,,7,37,,,nan,1.6500000000000001,nan,2.75,nan,nan,nan,nan,nan,nan,nan,9.5,2.025,nan,9.0,3.0,nan,nan,nan,nan,nan,1.25,7.0,nan,nan
Lithocarpus cleistocarpus,nan,,,,,,,2,3,,,1,,,,,,,0,,,,1,,,,17,,,,,,,,,25,2,11,,,,21,,,9,,23,,,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,12.5,nan,nan,8.5,nan,nan,5.0,nan,1.5,nan,1.75,4.5,nan,2.25
Lithocarpus cleistocarpus var. cleistocarpus,nan,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lithocarpus cleistocarpus var. omeiensis,nan,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5,nan,nan,nan
Lithocarpus collettii,nan,,,,,,,9,3,,9,4,,,4,,,,2,,,,1,,,,3,,,,,,,,3,25,,3,,,,59,,,38,,37,,,nan,4.175,nan,4.25,1.15,nan,nan,nan,nan,nan,nan,21.5,1.8,nan,4.0,nan,nan,8.0,nan,nan,nan,1.25,4.0,nan,nan
Lithocarpus confinis,nan,,,,,,,2,,,0,1,18,,,,,,7,,,,4,,,,,0,,,,,,,,,,11,,,,59,,,8,,37,,,nan,1.7,nan,2.35,6.5,nan,nan,nan,nan,nan,nan,9.0,1.5,nan,nan,nan,nan,nan,nan,0.75,nan,1.0,5.5,nan,nan
Lithocarpus corneus,nan,,,,,,,9,3,,14,,,,7,,,,,,4,,,,,,15,,,,42,,,15,,,,,,38,,47,,,40,,66,,,nan,nan,nan,3.25,nan,nan,nan,nan,nan,nan,nan,12.5,nan,10.0,nan,nan,nan,15.0,nan,2.5,nan,2.5,3.5,nan,3.35
Lithocarpus corneus var. angustifolius,nan,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,17,37,,,nan,2.5,nan,1.65,nan,nan,nan,nan,nan,nan,nan,3.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.75,nan,nan,nan
Lithocarpus corneus var. corneus,nan,,,,,,,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,8,,18,,,nan,3.35,nan,4.25,nan,nan,nan,nan,nan,nan,nan,12.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,2.25,nan,nan,nan
Lithocarpus corneus var. fructuosus,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.75,nan,nan,nan,nan,nan,nan,nan,3.0,nan,1.0,nan,nan,nan
Lithocarpus corneus var. hainanensis,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,12,40,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5,nan,nan,nan
Lithocarpus corneus var. rhytidophyllus,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,9,,,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Lithocarpus corneus var. zonatus,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,19,28,,,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,13.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.25,nan,nan,nan
Lithocarpus craibianus,nan,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,17,,,5,,,,,,4,,57,24,,40,,49,,,nan,1.65,nan,5.5,nan,nan,nan,nan,nan,nan,nan,15.5,1.55,30.0,nan,0.75,nan,nan,nan,0.5,nan,1.75,nan,nan,nan
Lithocarpus crassifolius,nan,,,,13,,,,3,,4,,,,,,,,,,25,,,,,,,0,,,17,,,15,,,,,,17,,59,,,11,,18,,,nan,1.05,nan,4.0,nan,nan,nan,nan,nan,nan,nan,7.0,1.75,nan,4.0,nan,nan,nan,nan,2.0,nan,3.5,5.0,nan,nan
Lithocarpus cryptocarpus,nan,,4,,,,,,3,,,4,,,,,,,0,,,,4,,,8,13,6,,,,,,,,,2,,,,,59,,,38,,18,,,nan,1.5750000000000002,nan,7.0,1.0,nan,nan,nan,nan,nan,nan,21.5,nan,nan,18.0,nan,nan,10.0,nan,1.75,nan,2.5,nan,nan,nan
Lithocarpus cucullatus,nan,,,19,,,,,,,0,,,10,,,,,,,4,,,,,,,,,,17,,,15,,,,,,17,,42,,,9,29,37,,,nan,1.5499999999999998,nan,2.25,nan,nan,nan,nan,nan,nan,nan,8.5,nan,10.0,4.5,nan,nan,15.0,nan,1.25,nan,1.25,nan,nan,nan
Lithocarpus cyrtocarpus,nan,,,,,,,,10,,,,,3,7,,,,,,4,,,,,,12,5,,,,,,6,,,,,,4,,,,,38,19,49,,,nan,1.85,nan,3.0,3.0,nan,nan,nan,nan,nan,nan,7.5,4.5,3.5,nan,nan,nan,10.0,nan,1.25,nan,1.5,nan,nan,nan
Lithocarpus damiaoshanicus,nan,,,,,,,,9,,0,4,,,,,,,5,,,,4,,,17,17,,,,,,,,,25,,11,,,,59,,,9,,28,,,nan,2.125,nan,4.0,nan,nan,nan,nan,nan,nan,nan,9.25,2.5,nan,10.0,nan,nan,5.0,nan,2.75,nan,1.75,6.0,nan,nan
Lithocarpus dealbatus,nan,,,9,18,,,9,,,,,,,,,,,,,8,,,,,,,,,,42,,,8,,,,,,17,,59,,,9,19,49,,,nan,1.1,nan,3.5,nan,nan,nan,nan,nan,nan,nan,10.5,1.4,nan,6.5,nan,nan,nan,20.0,1.0,nan,1.5,nan,nan,nan
Lithocarpus dodonaeifolius,nan,,,,,,,,,,,1,,,,,,,7,,,,4,,,,12,,,,,14,,,,,,1,,,,59,,,8,,28,,,nan,1.25,nan,1.5,8.5,nan,nan,nan,nan,nan,nan,9.5,1.2,nan,4.0,nan,nan,10.0,nan,nan,nan,6.0,2.25,nan,4.5
Lithocarpus ducampii,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lithocarpus echinophorus,nan,,,,,,,,,,0,,,,,,,,,,4,,,,,,7,,,,17,,,6,,,,,,17,,57,,,9,,18,,,nan,nan,nan,2.75,nan,nan,nan,nan,nan,nan,nan,12.0,nan,nan,10.0,3.0,nan,15.0,nan,nan,nan,1.25,1.2,nan,nan
Lithocarpus echinophorus var. bidoupensis,nan,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,5,,,,6,,,,,,,,57,,,8,,18,,,nan,2.25,2.5,3.0,1.75,nan,nan,nan,nan,nan,nan,12.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lithocarpus echinophorus var. chapensis,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,50,,,38,7,37,,,3.25,4.075,2.05,3.0,nan,nan,nan,nan,nan,nan,nan,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Lithocarpus echinophorus var. echinophorus,nan,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,6,,,,,,,,10,,,38,19,18,,,nan,3.5,1.5,2.25,1.1,nan,nan,nan,nan,nan,nan,12.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.25,nan,nan,nan
Lithocarpus echinotholus,nan,,,,6,,,,,,,,,,,,,,,,8,,,,,,13,,,,17,9,,5,,,,,,4,,10,,,8,,18,,,nan,1.425,4.0,8.0,1.65,nan,nan,nan,nan,nan,nan,25.0,2.45,12.5,nan,1.0,nan,10.0,nan,nan,nan,1.25,5.0,nan,nan
Lithocarpus elaeagnifolius,nan,,,,,11,,,3,,14,,,,,,,,,,4,,,,,,13,7,,,17,10,,6,,,,,,17,,59,,,38,,37,,,nan,1.1,nan,1.75,1.05,nan,nan,nan,nan,nan,nan,11.0,1.4249999999999998,18.0,nan,nan,nan,10.0,nan,0.75,nan,nan,2.5,nan,nan
